ID_Bien,ID_Adresse,Type local,Nombre pieces principales,Surface Carrez
16167,16167,Appartement,3,62.23
16168,16168,Appartement,2,46.58
16169,16169,Appartement,3,53.5
16170,16170,Appartement,3,59.02
16171,16171,Appartement,3,52.96
16172,16172,Maison,7,137.76
16173,16173,Maison,6,118.7
16174,16174,Appartement,1,24.84
16175,16175,Appartement,2,59.27
16176,16176,Maison,5,123.75
16177,16177,Appartement,2,31.56
16178,16178,Appartement,2,42.15
16179,16179,Appartement,3,65.55
16180,16180,Appartement,3,57.7
16181,16181,Appartement,2,30.98
16182,16182,Appartement,3,78.89
16183,16183,Appartement,2,55.4
16184,16184,Appartement,4,75.66
16185,16185,Appartement,1,20.57
16186,16186,Appartement,2,27.2
16187,16187,Appartement,2,36.35
16188,16188,Appartement,2,23.22
16189,16189,Appartement,2,39.32
16190,16190,Appartement,3,23.05
16191,16191,Appartement,1,15.32
16192,16192,Appartement,4,73.84
16193,16193,Appartement,1,35.62
16194,16194,Appartement,1,16.43
16195,16195,Appartement,5,101.6
16196,16196,Appartement,4,21.83
16197,16197,Appartement,2,20.73
16198,16198,Appartement,1,26.71
16199,16199,Appartement,2,43.21
16200,16200,Appartement,1,25.53
16201,16201,Appartement,2,30.94
16202,16202,Maison,3,40.11
16203,16203,Appartement,2,39.72
16204,16204,Appartement,2,45.94
16205,16205,Appartement,3,58.4
16206,16206,Appartement,1,20.7
16207,16207,Appartement,4,76.45
16208,16208,Appartement,2,48.16
16209,16209,Appartement,1,24.15
16210,16210,Appartement,1,28.61
16211,16211,Appartement,2,43.78
16212,16212,Appartement,3,66.59
16213,16213,Appartement,3,56.19
16214,16214,Appartement,3,112.16
16215,16215,Appartement,1,30.5
16216,16216,Appartement,2,51.92
16217,16217,Appartement,3,66.03
16218,16218,Appartement,3,59.99
16219,16219,Appartement,1,16.55
16220,16220,Appartement,2,35.7
16221,16221,Appartement,2,41.05
16222,16222,Appartement,0,47.45
16223,16223,Appartement,4,89.28
16224,16224,Appartement,1,22.01
16225,16225,Appartement,4,78.71
16226,16226,Appartement,3,61.26
16227,16227,Maison,10,276.57
16228,16228,Appartement,1,21.66
16229,16229,Appartement,2,54.92
16230,16230,Appartement,4,81.23
16231,16231,Appartement,3,62.47
16232,16232,Appartement,3,55.06
16233,16233,Appartement,4,91.8
16234,16234,Appartement,2,88.45
16235,16235,Appartement,3,52.02
16236,16236,Appartement,2,51.93
16237,16237,Appartement,2,61.67
16238,16238,Appartement,4,66.82
16239,16239,Maison,3,93.15
16240,16240,Maison,6,163.42
16241,16241,Appartement,4,100.12
16242,16242,Appartement,7,237.41
16243,16243,Appartement,4,157
16244,16244,Appartement,4,76.59
16245,16245,Appartement,1,29.73
16246,16246,Appartement,2,33.04
16247,16247,Appartement,1,19.83
16248,16248,Appartement,1,17.08
16249,16249,Appartement,1,32.96
16250,16250,Appartement,1,29.7
16251,16251,Appartement,3,74
16252,16252,Appartement,2,44.23
16253,16253,Appartement,1,21.69
16254,16254,Appartement,2,47.89
16255,16255,Appartement,2,33.39
16256,16256,Appartement,1,34.32
16257,16257,Appartement,3,102.38
16258,16258,Maison,4,82.81
16259,16259,Appartement,2,31.91
16260,16260,Appartement,2,44.62
16261,16261,Appartement,3,58.42
16262,16262,Appartement,3,81.1
16263,16263,Maison,5,109.2
16264,16264,Appartement,1,19.85
16265,16265,Appartement,3,65.07
16266,16266,Appartement,3,73.57
16267,16267,Appartement,4,81.24
16268,16268,Appartement,3,58.43
16269,16269,Appartement,1,31.76
16270,16270,Appartement,3,62.85
16271,16271,Maison,3,67.3
16272,16272,Appartement,1,21.64
16273,16273,Appartement,3,57.8
16274,16274,Appartement,2,39.31
16275,16275,Appartement,2,44.78
16276,16276,Appartement,1,14.98
16277,16277,Appartement,1,14.01
16278,16278,Maison,4,91.95
16279,16279,Maison,3,50.09
16280,16280,Appartement,3,43.57
16281,16281,Appartement,3,59.12
16282,16282,Appartement,3,67.27
16283,16283,Appartement,2,47.04
16284,16284,Appartement,2,50.46
16285,16285,Appartement,2,23.15
16286,16286,Appartement,3,63.03
16287,16287,Maison,4,93.05
16288,16288,Appartement,2,21.69
16289,16289,Appartement,1,23.73
16290,16290,Appartement,2,34.5
16291,16291,Appartement,2,49.6
16292,16292,Appartement,2,25.44
16293,16293,Appartement,3,65.41
16294,16294,Maison,5,136.22
16295,16295,Appartement,3,91.03
16296,16296,Appartement,4,81.29
16297,16297,Appartement,3,48.82
16298,16298,Appartement,3,50.58
16299,16299,Appartement,3,56.94
16300,16300,Maison,6,139.69
16301,16301,Appartement,4,97.02
16302,16302,Appartement,4,67.59
16303,16303,Appartement,3,72.45
16304,16304,Appartement,4,77.5
16305,16305,Appartement,4,88.82
16306,16306,Appartement,3,156.28
16307,16307,Appartement,5,114.85
16308,16308,Appartement,5,136.04
16309,16309,Appartement,6,154.2
16310,16310,Appartement,1,26.1
16311,16311,Appartement,3,71.12
16312,16312,Appartement,3,63.23
16313,16313,Appartement,1,26.5
16314,16314,Appartement,2,27.1
16315,16315,Appartement,1,17.64
16316,16316,Appartement,3,34.4
16317,16317,Appartement,2,37.25
16318,16318,Appartement,2,36.65
16319,16319,Maison,3,60.42
16320,16320,Appartement,1,24.75
16321,16321,Appartement,2,26.79
16322,16322,Appartement,1,57.86
16323,16323,Appartement,1,18.58
16324,16324,Appartement,2,35.2
16325,16325,Appartement,1,21.02
16326,16326,Appartement,2,49.4
16327,16327,Appartement,4,77.5
16328,16328,Appartement,3,78.58
16329,16329,Appartement,1,14
16330,16330,Appartement,2,44.12
16331,16331,Appartement,2,51.81
16332,16332,Appartement,4,76.15
16333,16333,Appartement,2,32.23
16334,16334,Appartement,2,73.85
16335,16335,Appartement,2,31.35
16336,16336,Appartement,2,30.06
16337,16337,Appartement,2,34.96
16338,16338,Appartement,1,39.84
16339,16339,Appartement,3,60.53
16340,16340,Maison,2,38.1
16341,16341,Appartement,2,38.05
16342,16342,Appartement,2,44.77
16343,16343,Appartement,4,86.11
16344,16344,Appartement,1,31.27
16345,16345,Appartement,3,65.96
16346,16346,Appartement,1,19.13
16347,16347,Appartement,2,45.95
16348,16348,Appartement,2,39.57
16349,16349,Appartement,2,46.27
16350,16350,Appartement,4,69.5
16351,16351,Appartement,4,81.07
16352,16352,Appartement,3,70.94
16353,16353,Appartement,3,61.9
16354,16354,Appartement,3,59.97
16355,16355,Appartement,2,40.25
16356,16356,Appartement,2,50.32
16357,16357,Appartement,2,42.81
16358,16358,Appartement,3,68.08
16359,16359,Appartement,3,42.44
16360,16360,Appartement,1,28.1
16361,16361,Appartement,3,86.25
16362,16362,Appartement,4,79.14
16363,16363,Maison,4,112.16
16364,16364,Appartement,4,91.34
16365,16365,Appartement,2,75.97
16366,16366,Appartement,2,35.32
16367,16367,Maison,6,140.82
16368,16368,Appartement,1,38
16369,16369,Appartement,2,36.04
16370,16370,Appartement,3,62.07
16371,16371,Appartement,3,52.14
16372,16372,Appartement,1,46.35
16373,16373,Appartement,4,94.13
16374,16374,Appartement,3,60.62
16375,16375,Appartement,4,76.47
16376,16376,Appartement,3,56
16377,16377,Appartement,3,58
16378,16378,Appartement,4,74.18
16379,16379,Appartement,3,71.96
16380,16380,Appartement,5,83.92
16381,16381,Appartement,3,82.23
16382,16382,Appartement,4,110.5
16383,16383,Appartement,5,129.53
16384,16384,Appartement,5,165.5
16385,16385,Appartement,8,595
16386,16386,Appartement,1,10.58
16387,16387,Appartement,1,11.19
16388,16388,Appartement,1,38.75
16389,16389,Appartement,2,46.66
16390,16390,Appartement,1,17.03
16391,16391,Appartement,2,42.7
16392,16392,Appartement,2,48.93
16393,16393,Appartement,1,21.88
16394,16394,Appartement,3,65.42
16395,16395,Appartement,3,46.39
16396,16396,Appartement,1,21.89
16397,16397,Appartement,1,34.22
16398,16398,Appartement,2,44.98
16399,16399,Appartement,1,17.3
16400,16400,Appartement,1,20.4
16401,16401,Appartement,2,25.87
16402,16402,Appartement,2,46.05
16403,16403,Appartement,2,43.2
16404,16404,Appartement,2,24.45
16405,16405,Appartement,1,15.9
16406,16406,Appartement,1,18.81
16407,16407,Appartement,3,62.58
16408,16408,Appartement,3,63.84
16409,16409,Appartement,3,101.29
16410,16410,Appartement,2,31.22
16411,16411,Appartement,2,34.71
16412,16412,Appartement,2,57.03
16413,16413,Appartement,3,42.61
16414,16414,Appartement,1,24.13
16415,16415,Appartement,2,25.91
16416,16416,Appartement,2,49.66
16417,16417,Appartement,1,42.02
16418,16418,Appartement,3,38.6
16419,16419,Appartement,2,38.4
16420,16420,Appartement,4,67.24
16421,16421,Appartement,2,52.6
16422,16422,Appartement,4,83.44
16423,16423,Appartement,2,43.09
16424,16424,Maison,2,28.22
16425,16425,Appartement,3,35
16426,16426,Appartement,3,58.7
16427,16427,Appartement,2,31.86
16428,16428,Appartement,1,29.5
16429,16429,Maison,3,56.45
16430,16430,Maison,2,35.19
16431,16431,Appartement,1,23.06
16432,16432,Appartement,3,47.63
16433,16433,Appartement,1,24.54
16434,16434,Appartement,1,12.13
16435,16435,Appartement,1,25.68
16436,16436,Appartement,3,46.01
16437,16437,Appartement,1,22.75
16438,16438,Appartement,3,67.52
16439,16439,Appartement,3,38.55
16440,16440,Appartement,2,47.07
16441,16441,Appartement,2,34.32
16442,16442,Appartement,2,29.85
16443,16443,Appartement,3,60.35
16444,16444,Appartement,4,71.36
16445,16445,Appartement,2,41.04
16446,16446,Appartement,1,30.9
16447,16447,Appartement,3,54.6
16448,16448,Appartement,2,37.4
16449,16449,Appartement,2,53.86
16450,16450,Appartement,3,62.34
16451,16451,Appartement,4,77.26
16452,16452,Appartement,3,52.05
16453,16453,Appartement,3,63.55
16454,16454,Appartement,2,37.03
16455,16455,Appartement,3,32.8
16456,16456,Appartement,2,88.18
16457,16457,Appartement,1,56.29
16458,16458,Appartement,2,52.28
16459,16459,Appartement,4,85.68
16460,16460,Appartement,1,47.8
16461,16461,Appartement,1,33.83
16462,16462,Appartement,3,55.3
16463,16463,Appartement,2,54.46
16464,16464,Appartement,1,22.87
16465,16465,Maison,3,75.06
16466,16466,Appartement,2,34.31
16467,16467,Appartement,2,51
16468,16468,Appartement,3,64.52
16469,16469,Appartement,2,44.26
16470,16470,Appartement,4,127.2
16471,16471,Appartement,3,63.67
16472,16472,Appartement,2,29.8
16473,16473,Appartement,4,70.42
16474,16474,Appartement,2,42.4
16475,16475,Appartement,1,12.67
16476,16476,Appartement,3,68.5
16477,16477,Appartement,1,13.96
16478,16478,Appartement,3,57.63
16479,16479,Appartement,4,75.41
16480,16480,Appartement,2,49.03
16481,16481,Appartement,1,66.1
16482,16482,Appartement,3,52.08
16483,16483,Appartement,2,25.4
16484,16484,Appartement,4,112.7
16485,16485,Appartement,5,105.66
16486,16486,Appartement,4,97.78
16487,16487,Appartement,2,53.04
16488,16488,Appartement,3,72.5
16489,16489,Appartement,1,27.34
16490,16490,Appartement,3,50.23
16491,16491,Appartement,3,47.16
16492,16492,Appartement,1,26.58
16493,16493,Maison,4,74.12
16494,16494,Appartement,1,20.07
16495,16495,Appartement,3,50.35
16496,16496,Appartement,3,80.07
16497,16497,Appartement,3,52.19
16498,16498,Appartement,1,26.04
16499,16499,Appartement,2,25.98
16500,16500,Appartement,2,45.05
16501,16501,Appartement,2,45.66
16502,16502,Maison,5,91.49
16503,16503,Appartement,4,63.89
16504,16504,Appartement,3,71.31
16505,16505,Maison,4,82.88
16506,16506,Maison,5,102.13
16507,16507,Maison,3,69.82
16508,16508,Appartement,4,86.53
16509,16509,Appartement,1,34.72
16510,16510,Appartement,1,36.53
16511,16511,Maison,5,97.48
16512,16512,Appartement,3,71.94
16513,16513,Maison,3,68.37
16514,16514,Appartement,1,30.38
16515,16515,Appartement,2,32.15
16516,16516,Appartement,2,43.17
16517,16517,Appartement,2,34.6
16518,16518,Appartement,3,61.82
16519,16519,Maison,5,87
16520,16520,Appartement,3,61.65
16521,16521,Appartement,4,84.33
16522,16522,Appartement,4,151.5
16523,16523,Appartement,6,104.56
16524,16524,Appartement,2,30.05
16525,16525,Appartement,3,63.51
16526,16526,Maison,5,96.84
16527,16527,Appartement,2,29.72
16528,16528,Appartement,4,81.67
16529,16529,Appartement,1,29.63
16530,16530,Appartement,4,92.61
16531,16531,Appartement,2,63.45
16532,16532,Maison,5,91.49
16533,16533,Appartement,3,54.72
16534,16534,Maison,4,89.34
16535,16535,Appartement,2,27.57
16536,16536,Appartement,2,86.46
16537,16537,Appartement,2,36.24
16538,16538,Appartement,3,55.68
16539,16539,Appartement,3,76.42
16540,16540,Appartement,3,70.58
16541,16541,Appartement,2,41.29
16542,16542,Maison,4,148.47
16543,16543,Appartement,2,45.01
16544,16544,Appartement,2,45.88
16545,16545,Appartement,2,37.57
16546,16546,Appartement,2,50.7
16547,16547,Appartement,3,49.42
16548,16548,Appartement,4,62.31
16549,16549,Appartement,3,86.07
16550,16550,Appartement,3,62.61
16551,16551,Appartement,3,57.67
16552,16552,Appartement,4,80.64
16553,16553,Appartement,3,72.66
16554,16554,Appartement,2,72.86
16555,16555,Appartement,2,49.16
16556,16556,Appartement,5,107.52
16557,16557,Appartement,2,62.9
16558,16558,Appartement,4,110.11
16559,16559,Appartement,2,96.22
16560,16560,Appartement,3,64.43
16561,16561,Appartement,1,17.39
16562,16562,Appartement,1,29.71
16563,16563,Appartement,3,53.54
16564,16564,Appartement,2,21
16565,16565,Appartement,2,27.29
16566,16566,Appartement,3,38.85
16567,16567,Appartement,1,19.85
16568,16568,Appartement,1,18.69
16569,16569,Appartement,2,40.41
16570,16570,Appartement,2,48.85
16571,16571,Appartement,1,19.68
16572,16572,Appartement,3,64.05
16573,16573,Appartement,3,45.81
16574,16574,Appartement,4,76.7
16575,16575,Appartement,3,51.63
16576,16576,Appartement,3,65.71
16577,16577,Appartement,2,50.7
16578,16578,Appartement,2,46.82
16579,16579,Appartement,2,42.19
16580,16580,Appartement,1,30.81
16581,16581,Appartement,5,91
16582,16582,Appartement,2,44
16583,16583,Appartement,2,27.99
16584,16584,Appartement,2,51.33
16585,16585,Appartement,2,34.9
16586,16586,Appartement,3,70.64
16587,16587,Appartement,2,39.54
16588,16588,Appartement,2,30.89
16589,16589,Appartement,1,25.03
16590,16590,Appartement,4,58.19
16591,16591,Appartement,4,66.09
16592,16592,Appartement,1,22.02
16593,16593,Appartement,3,49.75
16594,16594,Appartement,1,14.75
16595,16595,Appartement,3,59.57
16596,16596,Appartement,3,61.04
16597,16597,Appartement,1,80.37
16598,16598,Appartement,1,28.3
16599,16599,Appartement,1,16.85
16600,16600,Appartement,3,41.09
16601,16601,Appartement,2,56.34
16602,16602,Appartement,4,101.2
16603,16603,Appartement,1,40.7
16604,16604,Maison,2,26.38
16605,16605,Appartement,2,41.65
16606,16606,Appartement,2,30.56
16607,16607,Appartement,2,30
16608,16608,Appartement,3,66.55
16609,16609,Appartement,5,93.36
16610,16610,Appartement,5,78.51
16611,16611,Appartement,2,47.3
16612,16612,Appartement,3,69.09
16613,16613,Maison,5,133.8
16614,16614,Appartement,2,36.46
16615,16615,Appartement,3,60.05
16616,16616,Appartement,2,33.75
16617,16617,Appartement,3,85.45
16618,16618,Maison,8,164.08
16619,16619,Appartement,4,73.82
16620,16620,Appartement,2,36.03
16621,16621,Appartement,2,32.46
16622,16622,Appartement,4,115.21
16623,16623,Appartement,4,107.75
16624,16624,Appartement,3,78.05
16625,16625,Maison,5,91.53
16626,16626,Appartement,4,57.02
16627,16627,Appartement,3,72.07
16628,16628,Appartement,5,132.53
16629,16629,Appartement,4,83.88
16630,16630,Appartement,5,185.29
16631,16631,Appartement,3,66.5
16632,16632,Appartement,4,113.5
16633,16633,Appartement,2,16.96
16634,16634,Appartement,1,18.56
16635,16635,Appartement,1,29.1
16636,16636,Appartement,1,10.2
16637,16637,Appartement,2,44.73
16638,16638,Appartement,1,18.9
16639,16639,Appartement,2,36.62
16640,16640,Appartement,2,36.48
16641,16641,Appartement,1,28.48
16642,16642,Appartement,1,19.08
16643,16643,Appartement,2,34.78
16644,16644,Appartement,1,26.96
16645,16645,Appartement,1,19.9
16646,16646,Appartement,2,47.65
16647,16647,Appartement,2,48.8
16648,16648,Appartement,1,25.04
16649,16649,Appartement,1,26.84
16650,16650,Appartement,2,45.7
16651,16651,Appartement,1,21.68
16652,16652,Appartement,3,65.69
16653,16653,Appartement,2,31.63
16654,16654,Appartement,3,45.93
16655,16655,Appartement,2,47.33
16656,16656,Appartement,1,31.18
16657,16657,Appartement,1,28
16658,16658,Appartement,2,32.54
16659,16659,Appartement,3,45.05
16660,16660,Appartement,4,77.23
16661,16661,Appartement,2,42.2
16662,16662,Appartement,2,33.33
16663,16663,Appartement,1,20.2
16664,16664,Appartement,3,56.51
16665,16665,Appartement,3,49.07
16666,16666,Appartement,2,30.62
16667,16667,Appartement,2,65.02
16668,16668,Appartement,3,62.17
16669,16669,Appartement,2,25.89
16670,16670,Appartement,2,35.89
16671,16671,Appartement,2,42.41
16672,16672,Appartement,3,73
16673,16673,Appartement,2,49.29
16674,16674,Appartement,6,114.55
16675,16675,Appartement,3,64.44
16676,16676,Appartement,1,27.15
16677,16677,Appartement,2,31.4
16678,16678,Appartement,3,50.69
16679,16679,Appartement,2,45.92
16680,16680,Appartement,3,51.1
16681,16681,Appartement,2,46.02
16682,16682,Appartement,2,47.22
16683,16683,Appartement,1,27.68
16684,16684,Appartement,3,57.74
16685,16685,Appartement,4,118.27
16686,16686,Appartement,2,44.35
16687,16687,Appartement,2,49.98
16688,16688,Appartement,1,45.4
16689,16689,Appartement,4,71.97
16690,16690,Appartement,3,63.17
16691,16691,Appartement,1,18.26
16692,16692,Appartement,2,30.8
16693,16693,Appartement,2,29.98
16694,16694,Appartement,2,42.05
16695,16695,Appartement,2,46.9
16696,16696,Appartement,4,146
16697,16697,Appartement,3,62.6
16698,16698,Appartement,2,48.49
16699,16699,Appartement,1,17.85
16700,16700,Appartement,3,62.86
16701,16701,Appartement,2,56.65
16702,16702,Appartement,1,15.96
16703,16703,Appartement,3,73.49
16704,16704,Appartement,3,42.48
16705,16705,Appartement,2,48.05
16706,16706,Appartement,4,84
16707,16707,Appartement,3,54.23
16708,16708,Appartement,1,27.69
16709,16709,Appartement,2,39.29
16710,16710,Maison,3,39.04
16711,16711,Appartement,1,10.83
16712,16712,Appartement,4,81.05
16713,16713,Appartement,2,42.56
16714,16714,Appartement,4,68.86
16715,16715,Appartement,1,37.1
16716,16716,Appartement,2,52.6
16717,16717,Appartement,3,81.7
16718,16718,Appartement,4,88.15
16719,16719,Appartement,6,124.83
16720,16720,Appartement,3,47.35
16721,16721,Appartement,3,65.9
16722,16722,Appartement,1,13.94
16723,16723,Appartement,4,96.59
16724,16724,Appartement,4,69.26
16725,16725,Appartement,2,44.27
16726,16726,Appartement,3,58.67
16727,16727,Appartement,2,57.1
16728,16728,Appartement,1,20.07
16729,16729,Appartement,4,89.07
16730,16730,Maison,3,112.72
16731,16731,Maison,4,79.63
16732,16732,Maison,4,81.3
16733,16733,Appartement,1,28.53
16734,16734,Maison,4,123.05
16735,16735,Appartement,4,97.13
16736,16736,Appartement,1,35.51
16737,16737,Appartement,4,47
16738,16738,Appartement,4,99.21
16739,16739,Appartement,4,84.53
16740,16740,Appartement,1,26.69
16741,16741,Appartement,4,54.11
16742,16742,Appartement,2,31.52
16743,16743,Maison,4,92.22
16744,16744,Appartement,3,62.41
16745,16745,Appartement,4,65.39
16746,16746,Maison,4,83.8
16747,16747,Appartement,3,49.4
16748,16748,Appartement,4,80.1
16749,16749,Appartement,2,33.16
16750,16750,Appartement,2,38.55
16751,16751,Appartement,2,42.25
16752,16752,Appartement,2,65.02
16753,16753,Appartement,3,71.18
16754,16754,Appartement,2,33.41
16755,16755,Maison,3,74.84
16756,16756,Appartement,2,40.22
16757,16757,Appartement,3,57.25
16758,16758,Appartement,2,43
16759,16759,Maison,5,101.01
16760,16760,Appartement,4,94.84
16761,16761,Maison,4,108
16762,16762,Appartement,3,68
16763,16763,Appartement,4,84.54
16764,16764,Appartement,4,98.91
16765,16765,Appartement,5,107.85
16766,16766,Appartement,3,87.19
16767,16767,Appartement,3,46.08
16768,16768,Appartement,3,96.25
16769,16769,Maison,6,92.72
16770,16770,Appartement,5,78.19
16771,16771,Appartement,3,71.85
16772,16772,Appartement,3,185.05
16773,16773,Maison,3,160.13
16774,16774,Appartement,4,212.17
16775,16775,Appartement,5,188.02
16776,16776,Appartement,6,149.43
16777,16777,Appartement,2,47.83
16778,16778,Appartement,3,56.38
16779,16779,Appartement,1,20.56
16780,16780,Appartement,1,33.39
16781,16781,Appartement,2,45.5
16782,16782,Appartement,2,48.46
16783,16783,Appartement,2,26.73
16784,16784,Appartement,1,6.47
16785,16785,Appartement,1,17.94
16786,16786,Appartement,1,19.05
16787,16787,Appartement,1,25
16788,16788,Appartement,1,27.44
16789,16789,Appartement,1,29.13
16790,16790,Appartement,5,83.22
16791,16791,Appartement,1,31.31
16792,16792,Appartement,2,51
16793,16793,Appartement,2,49.54
16794,16794,Appartement,1,19.42
16795,16795,Appartement,1,20.64
16796,16796,Appartement,3,66.38
16797,16797,Appartement,3,68.31
16798,16798,Appartement,2,42.48
16799,16799,Appartement,2,30.47
16800,16800,Appartement,3,62.73
16801,16801,Appartement,3,58.81
16802,16802,Appartement,4,44
16803,16803,Appartement,2,39
16804,16804,Maison,3,57.98
16805,16805,Appartement,1,14.81
16806,16806,Appartement,4,86.15
16807,16807,Appartement,5,93.57
16808,16808,Appartement,2,57.54
16809,16809,Maison,4,78.16
16810,16810,Appartement,1,26.8
16811,16811,Appartement,3,62.19
16812,16812,Appartement,3,67.09
16813,16813,Appartement,3,20.86
16814,16814,Appartement,5,83.9
16815,16815,Appartement,4,67.41
16816,16816,Appartement,2,42.01
16817,16817,Appartement,3,65.98
16818,16818,Maison,4,44.88
16819,16819,Appartement,3,72.69
16820,16820,Appartement,3,19.9
16821,16821,Appartement,3,71.87
16822,16822,Appartement,2,47.7
16823,16823,Appartement,1,27.06
16824,16824,Appartement,4,86.45
16825,16825,Maison,4,93.68
16826,16826,Appartement,3,106.52
16827,16827,Appartement,4,173.47
16828,16828,Appartement,2,39.83
16829,16829,Appartement,3,68.49
16830,16830,Appartement,4,97.14
16831,16831,Appartement,5,179.09
16832,16832,Appartement,1,13.99
16833,16833,Appartement,3,55.94
16834,16834,Appartement,3,44.76
16835,16835,Appartement,3,73.93
16836,16836,Appartement,1,28.95
16837,16837,Appartement,1,17.28
16838,16838,Appartement,1,8.51
16839,16839,Appartement,1,32.07
16840,16840,Appartement,2,29.34
16841,16841,Appartement,2,45.95
16842,16842,Appartement,1,12.75
16843,16843,Appartement,1,40.92
16844,16844,Appartement,2,50.64
16845,16845,Appartement,3,64.66
16846,16846,Appartement,3,37.22
16847,16847,Appartement,4,78.54
16848,16848,Appartement,2,54.09
16849,16849,Appartement,5,108.38
16850,16850,Appartement,3,51.1
16851,16851,Appartement,4,77.96
16852,16852,Appartement,2,34.42
16853,16853,Appartement,1,24.57
16854,16854,Appartement,1,8.2
16855,16855,Appartement,3,55.81
16856,16856,Appartement,4,68.87
16857,16857,Appartement,4,64
16858,16858,Appartement,3,58.02
16859,16859,Appartement,2,43.5
16860,16860,Appartement,3,35.18
16861,16861,Appartement,2,40.1
16862,16862,Appartement,4,80
16863,16863,Appartement,3,76.47
16864,16864,Appartement,2,32.65
16865,16865,Maison,5,98.49
16866,16866,Appartement,2,35.49
16867,16867,Appartement,2,40.73
16868,16868,Appartement,3,65.8
16869,16869,Appartement,4,63.42
16870,16870,Appartement,3,63.3
16871,16871,Appartement,3,54.8
16872,16872,Appartement,2,51.5
16873,16873,Appartement,2,42.05
16874,16874,Maison,3,69.09
16875,16875,Appartement,4,83.09
16876,16876,Appartement,2,48.03
16877,16877,Appartement,3,74.63
16878,16878,Appartement,5,81.46
16879,16879,Maison,5,82.67
16880,16880,Maison,4,119.78
16881,16881,Appartement,5,107.16
16882,16882,Appartement,2,48.16
16883,16883,Appartement,3,71.49
16884,16884,Appartement,2,31.9
16885,16885,Appartement,2,34.66
16886,16886,Appartement,2,47.01
16887,16887,Appartement,1,32.4
16888,16888,Appartement,4,81.1
16889,16889,Appartement,4,88.07
16890,16890,Maison,6,150.87
16891,16891,Appartement,4,110.79
16892,16892,Appartement,1,18.5
16893,16893,Appartement,1,35.6
16894,16894,Appartement,3,58.25
16895,16895,Appartement,3,79.71
16896,16896,Appartement,1,14.39
16897,16897,Appartement,1,31.49
16898,16898,Appartement,2,35.19
16899,16899,Appartement,1,47.74
16900,16900,Appartement,1,23.1
16901,16901,Appartement,3,55
16902,16902,Appartement,1,52.04
16903,16903,Appartement,1,29.14
16904,16904,Appartement,1,26.35
16905,16905,Appartement,4,67.9
16906,16906,Appartement,3,76.87
16907,16907,Appartement,2,39.9
16908,16908,Appartement,3,42.9
16909,16909,Appartement,2,43.5
16910,16910,Appartement,1,36.79
16911,16911,Appartement,3,80.77
16912,16912,Appartement,2,34.11
16913,16913,Appartement,3,58
16914,16914,Appartement,2,51.82
16915,16915,Maison,4,107.36
16916,16916,Maison,5,167.98
16917,16917,Appartement,1,40.15
16918,16918,Appartement,1,19.19
16919,16919,Appartement,1,24.48
16920,16920,Appartement,3,42.74
16921,16921,Appartement,2,49.55
16922,16922,Appartement,2,47.04
16923,16923,Appartement,3,64.22
16924,16924,Appartement,2,35.16
16925,16925,Appartement,1,21.64
16926,16926,Appartement,2,45.33
16927,16927,Appartement,3,56.5
16928,16928,Maison,2,29.51
16929,16929,Appartement,2,27.81
16930,16930,Appartement,3,39.47
16931,16931,Appartement,1,31.07
16932,16932,Appartement,2,35.15
16933,16933,Appartement,3,71.01
16934,16934,Appartement,1,35.8
16935,16935,Appartement,4,77.69
16936,16936,Appartement,4,57.55
16937,16937,Maison,3,35.94
16938,16938,Appartement,2,40.27
16939,16939,Appartement,3,60.02
16940,16940,Appartement,3,53.65
16941,16941,Maison,3,32.7
16942,16942,Appartement,2,36.68
16943,16943,Appartement,2,44.5
16944,16944,Appartement,2,15.55
16945,16945,Appartement,2,49.75
16946,16946,Appartement,3,66.48
16947,16947,Appartement,2,47.77
16948,16948,Appartement,2,49.02
16949,16949,Appartement,2,33.43
16950,16950,Appartement,2,51.8
16951,16951,Appartement,3,16.67
16952,16952,Appartement,1,27.84
16953,16953,Maison,2,32.07
16954,16954,Appartement,1,29.04
16955,16955,Appartement,3,53.72
16956,16956,Appartement,5,91.81
16957,16957,Appartement,3,72.1
16958,16958,Appartement,3,71.8
16959,16959,Appartement,5,114.49
16960,16960,Appartement,1,27.65
16961,16961,Appartement,1,32.31
16962,16962,Appartement,3,71.77
16963,16963,Appartement,2,50.95
16964,16964,Appartement,2,37.03
16965,16965,Appartement,1,23.41
16966,16966,Appartement,1,26.3
16967,16967,Appartement,1,30
16968,16968,Appartement,2,46.64
16969,16969,Appartement,3,56.34
16970,16970,Appartement,3,82.45
16971,16971,Appartement,2,52.77
16972,16972,Appartement,4,61.54
16973,16973,Appartement,5,101.49
16974,16974,Appartement,3,63.8
16975,16975,Appartement,2,52.5
16976,16976,Appartement,4,82.02
16977,16977,Appartement,3,83.04
16978,16978,Appartement,3,69.82
16979,16979,Appartement,3,64.4
16980,16980,Appartement,4,88.52
16981,16981,Appartement,3,59.1
16982,16982,Maison,4,80.34
16983,16983,Appartement,2,43.18
16984,16984,Appartement,3,61.56
16985,16985,Appartement,3,65.61
16986,16986,Appartement,3,86.14
16987,16987,Appartement,5,94.56
16988,16988,Appartement,5,85.12
16989,16989,Appartement,2,86.98
16990,16990,Appartement,2,44.57
16991,16991,Appartement,4,89.62
16992,16992,Appartement,3,62.64
16993,16993,Maison,5,129.65
16994,16994,Appartement,3,58.4
16995,16995,Appartement,3,44.01
