ID_Bien,ID_Adresse,Type local,Nombre pieces principales,Surface Carrez
1821,1821,Appartement,2,42.25
1822,1822,Appartement,2,3.62
1823,1823,Appartement,1,73.3
1824,1824,Appartement,1,19.1
1825,1825,Appartement,3,60.71
1826,1826,Appartement,1,17.26
1827,1827,Appartement,1,18
1828,1828,Appartement,1,28.8
1829,1829,Appartement,1,41.52
1830,1830,Appartement,2,27.42
1831,1831,Appartement,1,23.87
1832,1832,Appartement,1,18.44
1833,1833,Appartement,3,51.14
1834,1834,Appartement,2,29.67
1835,1835,Appartement,4,68.36
1836,1836,Appartement,2,47.02
1837,1837,Appartement,3,67.48
1838,1838,Appartement,1,39.38
1839,1839,Appartement,1,29
1840,1840,Appartement,3,56.1
1841,1841,Appartement,2,37.61
1842,1842,Appartement,3,60.4
1843,1843,Appartement,1,39.88
1844,1844,Appartement,3,66.22
1845,1845,Appartement,4,30.8
1846,1846,Appartement,2,49.7
1847,1847,Appartement,1,31.13
1848,1848,Appartement,3,57.48
1849,1849,Appartement,1,21.82
1850,1850,Appartement,2,46.06
1851,1851,Appartement,2,44.57
1852,1852,Appartement,3,54.15
1853,1853,Appartement,1,25.3
1854,1854,Appartement,2,45
1855,1855,Appartement,1,28.01
1856,1856,Appartement,1,27.91
1857,1857,Appartement,5,83.07
1858,1858,Appartement,2,54
1859,1859,Appartement,1,22.61
1860,1860,Appartement,1,18
1861,1861,Appartement,3,82.55
1862,1862,Appartement,2,28.93
1863,1863,Appartement,1,26
1864,1864,Appartement,3,59.42
1865,1865,Appartement,2,45.29
1866,1866,Appartement,2,47.75
1867,1867,Appartement,1,19.04
1868,1868,Appartement,2,40.6
1869,1869,Appartement,3,64.83
1870,1870,Appartement,3,76.39
1871,1871,Appartement,3,36.29
1872,1872,Maison,5,100.94
1873,1873,Appartement,1,14.02
1874,1874,Appartement,2,38.67
1875,1875,Appartement,4,69.8
1876,1876,Appartement,2,42.69
1877,1877,Appartement,4,89.18
1878,1878,Appartement,1,27.9
1879,1879,Appartement,2,33.6
1880,1880,Appartement,1,66.4
1881,1881,Appartement,3,62.87
1882,1882,Appartement,1,9.84
1883,1883,Appartement,3,38.98
1884,1884,Appartement,1,32.08
1885,1885,Appartement,2,34.54
1886,1886,Appartement,1,13.69
1887,1887,Appartement,1,23.74
1888,1888,Appartement,2,24.3
1889,1889,Appartement,2,46.24
1890,1890,Appartement,1,30.47
1891,1891,Appartement,2,39.93
1892,1892,Appartement,2,31.71
1893,1893,Maison,3,71.39
1894,1894,Appartement,3,57
1895,1895,Appartement,3,62.5
1896,1896,Appartement,4,82.62
1897,1897,Appartement,2,37.35
1898,1898,Appartement,3,69.57
1899,1899,Appartement,4,45.5
1900,1900,Appartement,3,57.81
1901,1901,Appartement,4,68.45
1902,1902,Appartement,3,57.6
1903,1903,Maison,4,66.24
1904,1904,Maison,1,30.73
1905,1905,Appartement,4,91.2
1906,1906,Appartement,3,67.08
1907,1907,Maison,4,42.31
1908,1908,Appartement,3,64.77
1909,1909,Appartement,2,29.82
1910,1910,Appartement,3,66.34
1911,1911,Appartement,2,47.72
1912,1912,Appartement,3,64.42
1913,1913,Appartement,1,9.9
1914,1914,Appartement,5,92.72
1915,1915,Appartement,3,67.01
1916,1916,Appartement,1,33.3
1917,1917,Appartement,1,15.24
1918,1918,Appartement,3,67.16
1919,1919,Appartement,2,40.89
1920,1920,Appartement,2,49.42
1921,1921,Appartement,3,69.31
1922,1922,Appartement,2,44.8
1923,1923,Appartement,1,18.06
1924,1924,Appartement,3,51.74
1925,1925,Appartement,2,61.51
1926,1926,Appartement,4,65.73
1927,1927,Appartement,4,71.14
1928,1928,Appartement,2,29.95
1929,1929,Appartement,2,48.53
1930,1930,Appartement,1,27.21
1931,1931,Appartement,1,15.09
1932,1932,Appartement,3,71.51
1933,1933,Appartement,1,41.6
1934,1934,Appartement,4,67.96
1935,1935,Appartement,1,16.08
1936,1936,Appartement,4,70.23
1937,1937,Appartement,4,81.5
1938,1938,Appartement,5,93.25
1939,1939,Appartement,3,36.8
1940,1940,Appartement,2,48.23
1941,1941,Appartement,3,67.1
1942,1942,Appartement,4,72.5
1943,1943,Appartement,2,41.57
1944,1944,Appartement,1,16.52
1945,1945,Appartement,5,81.52
1946,1946,Appartement,3,65.22
1947,1947,Appartement,1,20.64
1948,1948,Appartement,4,73.36
1949,1949,Appartement,2,35.67
1950,1950,Maison,4,101.36
1951,1951,Appartement,5,104.51
1952,1952,Appartement,4,79
1953,1953,Appartement,4,92.45
1954,1954,Appartement,1,24.37
1955,1955,Appartement,3,55.65
1956,1956,Appartement,3,78.3
1957,1957,Appartement,2,59.29
1958,1958,Appartement,3,55.55
1959,1959,Appartement,2,51.05
1960,1960,Maison,4,102.08
1961,1961,Appartement,2,37.04
1962,1962,Appartement,3,17.71
1963,1963,Appartement,4,92.64
1964,1964,Appartement,3,63.91
1965,1965,Appartement,2,50.85
1966,1966,Appartement,3,57.25
1967,1967,Appartement,2,39.33
1968,1968,Appartement,2,43.37
1969,1969,Appartement,1,24.01
1970,1970,Appartement,1,29.45
1971,1971,Appartement,2,30.34
1972,1972,Appartement,3,60.77
1973,1973,Maison,4,109.44
1974,1974,Appartement,5,107.5
1975,1975,Appartement,1,32.78
1976,1976,Appartement,2,35.02
1977,1977,Appartement,2,61.23
1978,1978,Maison,5,98.03
1979,1979,Appartement,2,39.12
1980,1980,Maison,4,67
1981,1981,Appartement,2,57.46
1982,1982,Appartement,1,29.74
1983,1983,Appartement,2,43.25
1984,1984,Appartement,3,71.76
1985,1985,Appartement,2,38.35
1986,1986,Appartement,3,104.88
1987,1987,Appartement,2,37.83
1988,1988,Appartement,3,96.13
1989,1989,Appartement,1,35.65
1990,1990,Appartement,3,66.88
1991,1991,Appartement,3,66.64
1992,1992,Appartement,5,143.16
1993,1993,Appartement,2,125.47
1994,1994,Appartement,1,22.77
1995,1995,Appartement,1,35
1996,1996,Appartement,1,29.48
1997,1997,Appartement,2,34.88
1998,1998,Maison,5,105.21
1999,1999,Appartement,2,29.45
2000,2000,Appartement,3,81.92
2001,2001,Appartement,3,55.36
2002,2002,Maison,6,125.76
2003,2003,Maison,5,92.51
2004,2004,Maison,5,115
2005,2005,Appartement,2,68
2006,2006,Appartement,2,64.25
2007,2007,Appartement,2,38.75
2008,2008,Appartement,4,69.81
2009,2009,Appartement,2,36.91
2010,2010,Appartement,3,77.5
2011,2011,Appartement,2,48.18
2012,2012,Appartement,3,47.7
2013,2013,Appartement,2,49.08
2014,2014,Appartement,2,44.45
2015,2015,Appartement,1,43.1
2016,2016,Appartement,3,43.79
2017,2017,Appartement,1,35.64
2018,2018,Appartement,2,44.24
2019,2019,Appartement,5,144.58
2020,2020,Appartement,3,38.02
2021,2021,Appartement,4,82.17
2022,2022,Appartement,3,60.2
2023,2023,Appartement,3,73.75
2024,2024,Maison,3,77.14
2025,2025,Appartement,4,96
2026,2026,Appartement,3,98.5
2027,2027,Maison,5,184.21
2028,2028,Appartement,4,88.98
2029,2029,Appartement,3,63.54
2030,2030,Appartement,4,82.84
2031,2031,Appartement,4,98
2032,2032,Appartement,4,97.24
2033,2033,Appartement,5,151.74
2034,2034,Appartement,5,111.87
2035,2035,Maison,5,93.29
2036,2036,Appartement,3,69.03
2037,2037,Appartement,8,320.2
2038,2038,Appartement,4,91.79
2039,2039,Appartement,7,122.56
2040,2040,Appartement,2,56.87
2041,2041,Appartement,1,13.51
2042,2042,Appartement,1,19.82
2043,2043,Appartement,1,23.05
2044,2044,Appartement,1,20.34
2045,2045,Appartement,3,40
2046,2046,Appartement,4,64.05
2047,2047,Appartement,1,14.31
2048,2048,Appartement,1,25.14
2049,2049,Appartement,1,39.29
2050,2050,Appartement,1,34.6
2051,2051,Appartement,2,28.89
2052,2052,Appartement,1,37.1
2053,2053,Appartement,1,33.82
2054,2054,Appartement,1,19.58
2055,2055,Appartement,3,65.79
2056,2056,Maison,2,30.15
2057,2057,Appartement,3,53.13
2058,2058,Appartement,2,53.69
2059,2059,Appartement,3,67.4
2060,2060,Appartement,1,27.56
2061,2061,Appartement,1,25.53
2062,2062,Maison,5,58.73
2063,2063,Appartement,2,34.77
2064,2064,Appartement,4,71.5
2065,2065,Appartement,2,44.7
2066,2066,Appartement,2,45.63
2067,2067,Appartement,1,37.9
2068,2068,Appartement,2,52.9
2069,2069,Appartement,1,21.55
2070,2070,Appartement,1,18.5
2071,2071,Appartement,2,42.65
2072,2072,Appartement,4,76.94
2073,2073,Appartement,1,22.19
2074,2074,Appartement,1,27.01
2075,2075,Appartement,3,58.03
2076,2076,Appartement,3,28.7
2077,2077,Appartement,2,24
2078,2078,Appartement,1,7.17
2079,2079,Appartement,1,22.34
2080,2080,Appartement,1,20.78
2081,2081,Appartement,1,18.69
2082,2082,Appartement,4,82.44
2083,2083,Appartement,3,65.35
2084,2084,Appartement,4,67.23
2085,2085,Appartement,2,29.38
2086,2086,Appartement,2,27.51
2087,2087,Appartement,3,70.95
2088,2088,Appartement,2,50.9
2089,2089,Appartement,2,46.39
2090,2090,Appartement,3,54.33
2091,2091,Appartement,1,20.65
2092,2092,Appartement,3,35.66
2093,2093,Appartement,2,39.85
2094,2094,Appartement,1,24.82
2095,2095,Appartement,3,29.35
2096,2096,Appartement,1,23.68
2097,2097,Appartement,3,41.33
2098,2098,Appartement,3,65.06
2099,2099,Appartement,1,27.3
2100,2100,Appartement,2,31.16
2101,2101,Appartement,2,46.94
2102,2102,Appartement,2,34.9
2103,2103,Appartement,1,27.24
2104,2104,Appartement,4,65.26
2105,2105,Maison,2,44.03
2106,2106,Appartement,2,26.23
2107,2107,Appartement,3,73.05
2108,2108,Appartement,1,18.02
2109,2109,Appartement,3,64.6
2110,2110,Appartement,1,25.06
2111,2111,Appartement,3,42.99
2112,2112,Appartement,4,62.06
2113,2113,Appartement,1,29.33
2114,2114,Appartement,1,19.32
2115,2115,Appartement,2,51.35
2116,2116,Appartement,2,27.45
2117,2117,Appartement,5,77
2118,2118,Appartement,2,52.88
2119,2119,Maison,3,68.28
2120,2120,Appartement,1,10.38
2121,2121,Appartement,3,239.41
2122,2122,Maison,1,41.26
2123,2123,Appartement,5,86
2124,2124,Appartement,2,35.5
2125,2125,Appartement,2,53.86
2126,2126,Appartement,2,31.56
2127,2127,Appartement,1,43.3
2128,2128,Appartement,3,64
2129,2129,Appartement,3,39.01
2130,2130,Appartement,2,43.37
2131,2131,Appartement,2,49.29
2132,2132,Appartement,2,33.63
2133,2133,Appartement,2,51.93
2134,2134,Appartement,1,20.46
2135,2135,Appartement,3,50.15
2136,2136,Appartement,2,21.47
2137,2137,Appartement,3,61.52
2138,2138,Appartement,1,26.55
2139,2139,Maison,3,66.74
2140,2140,Appartement,2,42.72
2141,2141,Appartement,4,76.05
2142,2142,Appartement,2,46.39
2143,2143,Appartement,2,45.75
2144,2144,Appartement,4,83.65
2145,2145,Appartement,3,53.37
2146,2146,Appartement,2,45.65
2147,2147,Appartement,4,68.4
2148,2148,Appartement,5,157.28
2149,2149,Appartement,3,58.32
2150,2150,Appartement,4,66.43
2151,2151,Appartement,3,43.89
2152,2152,Appartement,2,50.57
2153,2153,Appartement,2,41.11
2154,2154,Appartement,3,130.17
2155,2155,Appartement,3,72.23
2156,2156,Appartement,3,64.47
2157,2157,Appartement,4,78.4
2158,2158,Appartement,3,55.7
2159,2159,Appartement,1,15.45
2160,2160,Appartement,1,10.19
2161,2161,Appartement,1,26.39
2162,2162,Appartement,4,82.6
2163,2163,Appartement,4,64.64
2164,2164,Appartement,2,47.58
2165,2165,Appartement,2,76.86
2166,2166,Appartement,4,87.41
2167,2167,Appartement,1,17.45
2168,2168,Appartement,2,47.77
2169,2169,Appartement,1,31.8
2170,2170,Appartement,1,35.29
2171,2171,Appartement,3,69.89
2172,2172,Appartement,3,49.17
2173,2173,Appartement,2,49.31
2174,2174,Appartement,3,65
2175,2175,Appartement,2,21.76
2176,2176,Appartement,3,58.36
2177,2177,Appartement,2,46.72
2178,2178,Appartement,2,49.37
2179,2179,Appartement,2,46.77
2180,2180,Appartement,3,66.94
2181,2181,Appartement,3,55.81
2182,2182,Appartement,4,65.98
2183,2183,Appartement,3,75.92
2184,2184,Appartement,4,81.16
2185,2185,Appartement,2,39.31
2186,2186,Appartement,3,64.12
2187,2187,Appartement,3,52.83
2188,2188,Appartement,1,29.24
2189,2189,Appartement,2,55
2190,2190,Appartement,2,41.01
2191,2191,Appartement,3,62.9
2192,2192,Appartement,3,60.1
2193,2193,Appartement,1,31.36
2194,2194,Appartement,3,72.36
2195,2195,Appartement,2,51.29
2196,2196,Appartement,4,72.09
2197,2197,Appartement,2,44.69
2198,2198,Appartement,4,78.72
2199,2199,Appartement,1,31.29
2200,2200,Appartement,4,88.4
2201,2201,Appartement,2,49.03
2202,2202,Appartement,3,64.3
2203,2203,Appartement,4,99.9
2204,2204,Appartement,5,78.06
2205,2205,Appartement,3,54.17
2206,2206,Appartement,1,22.51
2207,2207,Appartement,2,65.91
2208,2208,Appartement,3,67.94
2209,2209,Appartement,4,78.31
2210,2210,Appartement,3,66.02
2211,2211,Appartement,1,20.58
2212,2212,Appartement,3,64.45
2213,2213,Appartement,3,60.59
2214,2214,Appartement,4,93.92
2215,2215,Appartement,2,55.02
2216,2216,Maison,5,120.35
2217,2217,Appartement,2,28.6
2218,2218,Appartement,3,76.59
2219,2219,Appartement,3,61.44
2220,2220,Appartement,3,70.14
2221,2221,Appartement,2,25.04
2222,2222,Appartement,4,76.2
2223,2223,Appartement,2,32
2224,2224,Appartement,4,78.86
2225,2225,Appartement,3,75.72
2226,2226,Appartement,3,60.83
2227,2227,Appartement,2,49.41
2228,2228,Appartement,3,62.55
2229,2229,Appartement,3,66.34
2230,2230,Appartement,2,27.49
2231,2231,Appartement,1,40.57
2232,2232,Appartement,4,140
2233,2233,Appartement,3,76.53
2234,2234,Maison,4,73.19
2235,2235,Appartement,2,42.47
2236,2236,Appartement,1,30.09
2237,2237,Appartement,3,101.66
2238,2238,Appartement,3,69.83
2239,2239,Appartement,3,65.51
2240,2240,Appartement,3,67.49
2241,2241,Appartement,1,19.57
2242,2242,Appartement,3,59.3
2243,2243,Appartement,4,85.58
2244,2244,Appartement,4,92.7
2245,2245,Appartement,2,72.96
2246,2246,Appartement,2,41.39
2247,2247,Appartement,2,36.08
2248,2248,Appartement,4,90.66
2249,2249,Appartement,1,34.9
2250,2250,Maison,5,88.44
2251,2251,Maison,5,87.97
2252,2252,Appartement,3,67.71
2253,2253,Appartement,5,95.25
2254,2254,Appartement,4,88.15
2255,2255,Appartement,5,98.69
2256,2256,Appartement,2,56.96
2257,2257,Maison,5,81.24
2258,2258,Appartement,3,55.36
2259,2259,Appartement,6,127.08
2260,2260,Appartement,3,63.27
2261,2261,Maison,3,108.57
2262,2262,Appartement,2,30.65
2263,2263,Appartement,1,23.95
2264,2264,Appartement,4,70.64
2265,2265,Appartement,2,32.87
2266,2266,Appartement,2,51.42
2267,2267,Appartement,3,60.22
2268,2268,Appartement,2,66.97
2269,2269,Appartement,4,66.1
2270,2270,Appartement,4,80.09
2271,2271,Appartement,2,32.06
2272,2272,Appartement,3,66.03
2273,2273,Appartement,3,65.06
2274,2274,Appartement,5,107.96
2275,2275,Appartement,4,119.4
2276,2276,Appartement,4,83.2
2277,2277,Appartement,3,61.03
2278,2278,Appartement,1,29.64
2279,2279,Appartement,4,77.65
2280,2280,Appartement,3,48.05
2281,2281,Appartement,2,25.9
2282,2282,Appartement,2,36.02
2283,2283,Maison,7,97.03
2284,2284,Appartement,3,47.91
2285,2285,Appartement,3,65.08
2286,2286,Appartement,3,94.81
2287,2287,Appartement,4,105.1
2288,2288,Appartement,3,78.24
2289,2289,Appartement,6,150.5
2290,2290,Appartement,3,88.65
2291,2291,Appartement,4,95
2292,2292,Appartement,5,133.77
2293,2293,Appartement,1,28.16
2294,2294,Appartement,3,67.04
2295,2295,Appartement,4,77.76
2296,2296,Maison,3,86.66
2297,2297,Appartement,3,67.8
2298,2298,Appartement,3,54.85
2299,2299,Appartement,3,61.13
2300,2300,Appartement,3,52.7
2301,2301,Appartement,4,70.15
2302,2302,Appartement,3,47.55
2303,2303,Appartement,4,101.5
2304,2304,Appartement,2,64.52
2305,2305,Appartement,3,73.35
2306,2306,Appartement,2,52.23
2307,2307,Appartement,4,75.63
2308,2308,Maison,5,136.9
2309,2309,Appartement,5,102.26
2310,2310,Appartement,5,139.08
2311,2311,Appartement,3,85.83
2312,2312,Appartement,5,92.34
2313,2313,Appartement,5,174.2
2314,2314,Appartement,6,128.26
2315,2315,Appartement,5,250.06
2316,2316,Appartement,5,143.08
2317,2317,Appartement,5,204.69
2318,2318,Appartement,5,259.7
2319,2319,Appartement,2,45.5
2320,2320,Appartement,1,17.67
2321,2321,Appartement,2,38.28
2322,2322,Appartement,4,78.29
2323,2323,Appartement,2,66.88
2324,2324,Appartement,2,39
2325,2325,Appartement,2,23.89
2326,2326,Appartement,1,33
2327,2327,Appartement,1,23.69
2328,2328,Appartement,1,15.33
2329,2329,Appartement,1,30
2330,2330,Appartement,2,38.52
2331,2331,Appartement,2,25.56
2332,2332,Appartement,1,22.56
2333,2333,Appartement,1,23.35
2334,2334,Appartement,1,30.81
2335,2335,Appartement,3,63.41
2336,2336,Appartement,2,29.94
2337,2337,Appartement,1,9.65
2338,2338,Appartement,4,80.16
2339,2339,Appartement,2,45.82
2340,2340,Appartement,2,62.78
2341,2341,Maison,4,92
2342,2342,Appartement,2,30.26
2343,2343,Appartement,1,16.27
2344,2344,Appartement,5,83.17
2345,2345,Appartement,1,18.88
2346,2346,Appartement,1,27.31
2347,2347,Appartement,1,24.8
2348,2348,Appartement,2,35.45
2349,2349,Appartement,2,23.1
2350,2350,Appartement,3,58.03
2351,2351,Appartement,2,29.04
2352,2352,Appartement,2,40.39
2353,2353,Appartement,2,47.51
2354,2354,Appartement,2,27.43
2355,2355,Appartement,1,46.79
2356,2356,Appartement,3,100
2357,2357,Appartement,2,51.48
2358,2358,Appartement,1,26.89
2359,2359,Appartement,4,70.27
2360,2360,Appartement,2,50.19
2361,2361,Appartement,1,16.72
2362,2362,Appartement,2,32.06
2363,2363,Appartement,5,82.46
2364,2364,Appartement,1,22.21
2365,2365,Maison,4,80.87
2366,2366,Appartement,1,53.89
2367,2367,Appartement,2,66.38
2368,2368,Appartement,2,23.15
2369,2369,Appartement,2,44.02
2370,2370,Appartement,5,90.1
2371,2371,Appartement,1,20.34
2372,2372,Appartement,1,8.37
2373,2373,Appartement,3,55.44
2374,2374,Appartement,2,31.82
2375,2375,Appartement,2,57.4
2376,2376,Appartement,1,12.79
2377,2377,Appartement,1,31.49
2378,2378,Appartement,2,46.47
2379,2379,Appartement,3,52.39
2380,2380,Appartement,4,83.87
2381,2381,Appartement,3,66.61
2382,2382,Appartement,2,42.61
2383,2383,Appartement,3,58.57
2384,2384,Appartement,1,24.8
2385,2385,Appartement,2,46.86
2386,2386,Maison,4,94.25
2387,2387,Appartement,2,58.77
2388,2388,Maison,2,24.08
2389,2389,Appartement,1,24.24
2390,2390,Appartement,3,75
2391,2391,Appartement,2,48.58
2392,2392,Appartement,2,32.3
2393,2393,Appartement,1,22.37
2394,2394,Appartement,5,80.71
2395,2395,Appartement,1,27.8
2396,2396,Appartement,1,36.28
2397,2397,Appartement,2,34.79
2398,2398,Appartement,2,53.6
2399,2399,Appartement,2,39.8
2400,2400,Appartement,4,88.3
2401,2401,Appartement,1,19.5
2402,2402,Appartement,1,29.25
2403,2403,Appartement,2,46.19
2404,2404,Appartement,1,25.19
2405,2405,Appartement,2,13.35
2406,2406,Appartement,4,80
2407,2407,Appartement,1,9.18
2408,2408,Appartement,3,63.3
2409,2409,Appartement,3,35.86
2410,2410,Appartement,3,56.01
2411,2411,Appartement,1,20.52
2412,2412,Appartement,2,40.53
2413,2413,Appartement,2,29.39
2414,2414,Appartement,2,36.19
2415,2415,Appartement,2,32.75
2416,2416,Appartement,3,70.68
2417,2417,Appartement,3,66.33
2418,2418,Appartement,2,27.73
2419,2419,Appartement,4,63.29
2420,2420,Appartement,3,61.27
2421,2421,Appartement,4,79.63
2422,2422,Appartement,3,43.27
2423,2423,Appartement,1,25.45
2424,2424,Appartement,3,58.72
2425,2425,Appartement,3,57.64
2426,2426,Appartement,1,20.28
2427,2427,Appartement,3,63.02
2428,2428,Appartement,3,69.4
2429,2429,Appartement,2,47.66
2430,2430,Appartement,2,56.63
2431,2431,Appartement,2,39.45
2432,2432,Appartement,2,42.35
2433,2433,Appartement,3,49.22
2434,2434,Appartement,2,44.89
2435,2435,Appartement,2,49.66
2436,2436,Maison,2,45.28
2437,2437,Appartement,1,34.46
2438,2438,Maison,4,68.23
2439,2439,Appartement,2,52.25
2440,2440,Appartement,5,86.05
2441,2441,Appartement,2,53.03
2442,2442,Appartement,3,66.45
2443,2443,Appartement,3,69.11
2444,2444,Appartement,2,47.33
2445,2445,Appartement,2,25.05
2446,2446,Appartement,3,65
2447,2447,Appartement,2,40.38
2448,2448,Appartement,2,36.26
2449,2449,Appartement,2,49.91
2450,2450,Appartement,3,67.56
2451,2451,Appartement,2,42.57
2452,2452,Appartement,5,104.73
2453,2453,Appartement,2,41
2454,2454,Appartement,1,29.48
2455,2455,Appartement,1,19.39
2456,2456,Appartement,2,41.1
2457,2457,Appartement,2,36.68
2458,2458,Appartement,2,55.57
2459,2459,Appartement,1,15.9
2460,2460,Maison,3,73.48
2461,2461,Appartement,2,18.61
2462,2462,Appartement,2,41.71
2463,2463,Appartement,3,58.57
2464,2464,Appartement,2,26.78
2465,2465,Appartement,2,44.81
2466,2466,Appartement,4,72.92
2467,2467,Appartement,1,17.09
2468,2468,Appartement,4,94.57
2469,2469,Appartement,2,38.73
2470,2470,Appartement,2,35.3
2471,2471,Appartement,2,117.94
2472,2472,Appartement,2,51.75
2473,2473,Appartement,1,14.78
2474,2474,Appartement,2,33.49
2475,2475,Appartement,2,41.02
2476,2476,Appartement,2,25.73
2477,2477,Appartement,2,47.02
2478,2478,Appartement,4,92.34
2479,2479,Appartement,1,32.12
2480,2480,Appartement,1,18.01
2481,2481,Appartement,3,65.45
2482,2482,Appartement,2,43.1
2483,2483,Appartement,2,45.61
2484,2484,Appartement,3,51.7
2485,2485,Appartement,2,33.09
2486,2486,Appartement,3,51.45
2487,2487,Appartement,4,76.43
2488,2488,Appartement,2,48.96
2489,2489,Appartement,3,50.54
2490,2490,Appartement,3,62.5
2491,2491,Appartement,2,30.37
2492,2492,Appartement,3,75.07
2493,2493,Appartement,3,45.01
2494,2494,Appartement,5,105.09
2495,2495,Appartement,3,59.4
2496,2496,Appartement,2,52.02
2497,2497,Appartement,4,87.28
2498,2498,Appartement,2,47.14
2499,2499,Maison,4,83.4
2500,2500,Appartement,3,59.61
2501,2501,Appartement,2,46.36
2502,2502,Appartement,2,45.49
2503,2503,Appartement,4,77.11
2504,2504,Appartement,4,87.7
2505,2505,Appartement,4,54.2
2506,2506,Appartement,4,80.2
2507,2507,Appartement,3,68.04
2508,2508,Appartement,2,26.3
2509,2509,Appartement,4,76.56
2510,2510,Appartement,3,132.39
2511,2511,Appartement,2,49.58
2512,2512,Appartement,2,28.2
2513,2513,Appartement,2,34.47
2514,2514,Maison,5,88.76
2515,2515,Appartement,4,92.36
2516,2516,Appartement,3,69.9
2517,2517,Appartement,3,46.01
2518,2518,Appartement,2,26.27
2519,2519,Appartement,3,44.05
2520,2520,Appartement,2,65.5
2521,2521,Appartement,2,27.27
2522,2522,Appartement,4,91.86
2523,2523,Appartement,1,35.68
2524,2524,Appartement,1,23.53
2525,2525,Appartement,4,56.2
2526,2526,Appartement,4,87.39
2527,2527,Appartement,3,60.68
2528,2528,Appartement,3,68.39
2529,2529,Appartement,1,24.89
2530,2530,Appartement,4,83.66
2531,2531,Appartement,2,33.68
2532,2532,Appartement,2,41.86
2533,2533,Appartement,4,89.2
2534,2534,Appartement,3,68.6
2535,2535,Appartement,2,35.6
2536,2536,Appartement,2,64.78
2537,2537,Appartement,3,87.39
2538,2538,Maison,5,120.55
2539,2539,Maison,4,102.1
2540,2540,Maison,2,76.75
2541,2541,Appartement,2,55.05
2542,2542,Appartement,3,53.26
2543,2543,Appartement,3,69.5
2544,2544,Appartement,1,38.91
2545,2545,Appartement,2,43.02
2546,2546,Appartement,3,64.06
2547,2547,Appartement,5,125.55
2548,2548,Appartement,3,57.11
2549,2549,Appartement,2,36.57
2550,2550,Appartement,3,91.8
2551,2551,Appartement,3,56.45
2552,2552,Appartement,4,93.95
2553,2553,Appartement,3,53.6
2554,2554,Appartement,4,122.38
2555,2555,Appartement,3,43.61
2556,2556,Appartement,2,57.79
2557,2557,Appartement,3,41.34
2558,2558,Appartement,3,90.22
2559,2559,Appartement,3,84.76
2560,2560,Appartement,3,74.8
2561,2561,Appartement,2,55.69
2562,2562,Appartement,4,86.78
2563,2563,Appartement,3,63.8
2564,2564,Appartement,2,39.04
2565,2565,Appartement,5,177.67
2566,2566,Maison,4,101.7
2567,2567,Appartement,2,43.12
2568,2568,Appartement,2,49.53
2569,2569,Appartement,2,38.04
2570,2570,Appartement,4,131.6
2571,2571,Appartement,2,40.44
2572,2572,Appartement,3,67.55
2573,2573,Appartement,3,68.19
2574,2574,Maison,4,93.23
2575,2575,Appartement,3,48.2
2576,2576,Appartement,4,107.24
2577,2577,Appartement,4,61.17
2578,2578,Appartement,3,67.43
2579,2579,Appartement,3,1291.44
2580,2580,Appartement,2,74.02
2581,2581,Appartement,5,111.53
2582,2582,Maison,6,132.22
2583,2583,Appartement,5,104.21
2584,2584,Appartement,4,93.52
2585,2585,Appartement,5,101.99
2586,2586,Appartement,6,179.77
2587,2587,Appartement,6,214.83
2588,2588,Appartement,6,187.93
2589,2589,Appartement,4,79.49
2590,2590,Appartement,3,31
2591,2591,Appartement,2,36.78
2592,2592,Appartement,2,48.98
2593,2593,Appartement,2,25.5
2594,2594,Appartement,3,70.05
2595,2595,Appartement,1,17.79
2596,2596,Appartement,2,43.28
2597,2597,Appartement,2,26.6
2598,2598,Appartement,1,24.63
2599,2599,Appartement,2,22.01
2600,2600,Appartement,4,84.68
2601,2601,Appartement,2,38.8
2602,2602,Appartement,1,17.86
2603,2603,Appartement,2,23.06
2604,2604,Appartement,3,52.91
2605,2605,Appartement,3,63.36
2606,2606,Appartement,1,30.95
2607,2607,Appartement,1,26.45
2608,2608,Appartement,3,51.02
2609,2609,Appartement,2,42.37
2610,2610,Appartement,1,25.77
2611,2611,Maison,1,33.5
2612,2612,Appartement,2,39.28
2613,2613,Appartement,2,30.14
2614,2614,Appartement,1,36.96
2615,2615,Appartement,2,71.2
2616,2616,Appartement,3,56.76
2617,2617,Appartement,1,37.36
2618,2618,Appartement,1,25.62
2619,2619,Appartement,3,71.01
2620,2620,Appartement,3,38.55
2621,2621,Appartement,1,17.2
2622,2622,Appartement,2,32.59
2623,2623,Appartement,2,52.91
2624,2624,Appartement,4,61.43
2625,2625,Appartement,1,24.35
2626,2626,Appartement,2,31.67
2627,2627,Appartement,2,42.95
2628,2628,Appartement,1,13.98
2629,2629,Appartement,1,35.41
2630,2630,Appartement,3,50.54
2631,2631,Appartement,1,29.03
2632,2632,Appartement,1,24.31
2633,2633,Appartement,1,30.66
2634,2634,Appartement,1,21.41
2635,2635,Appartement,3,67.24
2636,2636,Appartement,2,43.61
2637,2637,Appartement,4,66.63
2638,2638,Appartement,3,57.2
2639,2639,Appartement,3,75.75
2640,2640,Appartement,1,17.72
2641,2641,Appartement,1,6.25
2642,2642,Appartement,1,17.75
2643,2643,Appartement,3,87.53
2644,2644,Appartement,3,41.67
2645,2645,Appartement,1,28.75
2646,2646,Appartement,2,46.77
2647,2647,Appartement,3,52.87
2648,2648,Appartement,1,22.83
