ID,Code departement,Commune
1,76,SAINT-VALERY-EN-CAUX
2,29,QUIMPER
3,76,DIEPPE
4,14,HOULGATE
5,60,CIRES LES MELLO
6,74,SAINT-JEAN-D'AULPS
7,93,SEVRAN
8,60,RANTIGNY
9,87,LIMOGES
10,69,LYON 4EME
11,54,NANCY
12,86,CHASSENEUIL-DU-POITOU
13,85,CHALLANS
14,33,BORDEAUX
15,75,PARIS 12
16,33,CARCANS
17,33,BORDEAUX
18,13,AUBAGNE
19,13,LA CIOTAT
20,37,TOURS
21,76,MONT-SAINT-AIGNAN
22,56,PLOEMEL
23,86,POITIERS
24,60,BEAUVAIS
25,34,PEZENAS
26,40,ST-JULIEN-EN-BORN
27,95,TAVERNY
28,74,EVIAN-LES-BAINS
29,83,HYERES
30,31,TOULOUSE
31,44,REZE
32,60,COMPIEGNE
33,6,SAINT LAURENT DU VAR
34,17,LA ROCHELLE
35,29,SAINT RENAN
36,59,ROUBAIX
37,77,CLAYE-SOUILLY
38,84,AVIGNON
39,87,ISLE
40,74,SAINT GERVAIS LES BAINS
41,51,EPERNAY
42,78,SARTROUVILLE
43,44,SAINT-NAZAIRE
44,14,LISIEUX
45,93,LES PAVILLONS-SOUS-BOIS
46,34,LUNEL
47,40,VIEUX BOUCAU-LES-BAINS
48,94,VINCENNES
49,75,PARIS 11
50,58,NEVERS
51,38,GRENOBLE
52,69,OULLINS
53,78,SAINT-CYR-L ECOLE
54,78,SAINT-CYR-L ECOLE
55,33,SAINT MEDARD EN JALLES
56,91,WISSOUS
57,13,MARSEILLE 12EME
58,34,MARSEILLAN
59,1,CHEVRY
60,95,FRANCONVILLE LA GARENNE
61,83,LA GARDE
62,94,LA QUEUE-EN-BRIE
63,94,LIMEIL-BREVANNES
64,78,VELIZY VILLACOUBLAY
65,37,MONTLOUIS-SUR-LOIRE
66,75,PARIS 18
67,83,SAINT-CYR-SUR-MER
68,6,NICE
69,25,BESANCON
70,94,LA QUEUE-EN-BRIE
71,95,MENUCOURT
72,75,PARIS 18
73,92,COLOMBES
74,92,GENNEVILLIERS
75,93,NOISY-LE-GRAND
76,91,FORGES-LES-BAINS
77,74,THYEZ
78,13,MARSEILLE 8EME
79,75,PARIS 11
80,93,GAGNY
81,6,ANTIBES
82,75,PARIS 05
83,83,SANARY SUR MER
84,75,PARIS 10
85,92,COURBEVOIE
86,92,LEVALLOIS-PERRET
87,75,PARIS 12
88,78,LOUVECIENNES
89,75,PARIS 18
90,78,MONTIGNY LE BRETONNEUX
91,75,PARIS 12
92,78,SAINT-GERMAIN-EN-LAYE
93,75,PARIS 15
94,75,PARIS 11
95,30,ALES
96,24,PERIGUEUX
97,88,RAON L ETAPE
98,4,ENCHASTRAYES
99,76,LE HAVRE
100,22,LANNION
101,22,SAINT-BRIEUC
102,90,BELFORT
103,40,DAX
104,4,SISTERON
105,14,HONFLEUR
106,93,AUBERVILLIERS
107,10,ROMILLY SUR SEINE
108,38,FONTAINE
109,30,NIMES
110,90,BELFORT
111,54,NANCY
112,74,ARACHES LA FRASSE
113,59,MARCQ EN BAROEUL
114,60,COMPIEGNE
115,32,AUCH
116,13,MARSEILLE 4EME
117,13,MARSEILLE 9EME
118,4,RIEZ
119,60,MARGNY LES COMPIEGNE
120,30,LE GRAU DU ROI
121,78,TRAPPES
122,76,MONT-SAINT-AIGNAN
123,77,MELUN
124,17,LA ROCHELLE
125,30,AIGUES-MORTES
126,82,LA VILLE DIEU DU TEMPLE
127,77,AVON
128,37,TOURS
129,34,BALARUC LES BAINS
130,83,BANDOL
131,1,MONTLUEL
132,77,PROVINS
133,44,THOUARE-SUR-LOIRE
134,85,SABLES-D'OLONNE (LES)
135,63,RIOM
136,50,AGNEAUX
137,37,TOURS
138,60,RANTIGNY
139,78,MAUREPAS
140,76,MONTIVILLIERS
141,70,VESOUL
142,13,MARSEILLE 6EME
143,62,ARRAS
144,85,BRETIGNOLLES-SUR-MER
145,44,ST SEBASTIEN SUR LOIRE
146,94,CACHAN
147,77,FONTENAY-TRESIGNY
148,59,RAISMES
149,94,CHOISY-LE-ROI
150,17,SAINT-XANDRE
151,77,MELUN
152,85,SAINT-PHILBERT-DE-BOUAINE
153,60,MERU
154,77,BUSSY-SAINT-GEORGES
155,2,LAON
156,77,ANNET-SUR-MARNE
157,93,BONDY
158,14,CAEN
159,94,SUCY-EN-BRIE
160,13,MARSEILLE 1ER
161,45,ORLEANS
162,85,LONGEVILLE-SUR-MER
163,83,CARQUEIRANNE
164,70,VESOUL
165,69,VILLEFRANCHE
166,91,MONTLHERY
167,25,SAINT VIT
168,95,ERAGNY-SUR-OISE
169,33,VILLENAVE D ORNON
170,91,BRUNOY
171,92,COLOMBES
172,94,VINCENNES
173,3,MOULINS
174,92,COLOMBES
175,69,LYON 9EME
176,69,SAINT-GENIS-LAVAL
177,91,JUVISY SUR ORGE
178,77,BUSSY-SAINT-GEORGES
179,45,SAINT-JEAN-LE-BLANC
180,95,ST OUEN L AUMONE
181,40,BISCARROSSE
182,33,ANDERNOS-LES-BAINS
183,6,ANTIBES
184,78,ACHERES
185,22,PERROS-GUIREC
186,93,BAGNOLET
187,95,ERAGNY-SUR-OISE
188,78,MARLY-LE-ROI
189,75,PARIS 20
190,77,LONGPERRIER
191,94,FONTENAY-SOUS-BOIS
192,14,VILLERS-SUR-MER
193,14,TROUVILLE-SUR-MER
194,78,MARLY-LE-ROI
195,6,NICE
196,91,MASSY
197,92,BOULOGNE-BILLANCOURT
198,94,VILLEJUIF
199,38,LES DEUX ALPES
200,95,EAUBONNE
201,92,MEUDON
202,42,SAINT-MARCELLIN-EN-FOREZ
203,13,CARNOUX-EN-PROVENCE
204,95,PONTOISE
205,6,CAGNES SUR MER
206,91,SAVIGNY-SUR-ORGE
207,75,PARIS 14
208,56,GAVRES
209,92,ASNIERES-SUR-SEINE
210,74,SAINT-PAUL-EN-CHABLAIS
211,91,SAINT-MICHEL-SUR-ORGE
212,92,CLAMART
213,44,NANTES
214,28,CHARTRES
215,94,VILLIERS-SUR-MARNE
216,75,PARIS 10
217,69,LYON 9EME
218,75,PARIS 18
219,33,BORDEAUX
220,75,PARIS 05
221,92,ASNIERES-SUR-SEINE
222,92,COLOMBES
223,33,BRUGES
224,92,RUEIL-MALMAISON
225,83,LE LAVANDOU
226,92,BOULOGNE-BILLANCOURT
227,92,BOIS-COLOMBES
228,83,BANDOL
229,92,NANTERRE
230,69,ALBIGNY-SUR-SAONE
231,6,NICE
232,92,CHAVILLE
233,92,RUEIL-MALMAISON
234,78,SAINT-GERMAIN-DE-LA-GRANGE
235,94,NOGENT-SUR-MARNE
236,38,GRENOBLE
237,75,PARIS 04
238,59,LA MADELEINE
239,92,RUEIL-MALMAISON
240,92,VANVES
241,75,PARIS 11
242,91,ETIOLLES
243,51,REIMS
244,94,VINCENNES
245,94,IVRY-SUR-SEINE
246,92,BOURG-LA-REINE
247,94,SAINT-MAUR-DES-FOSSES
248,6,VILLEFRANCHE-SUR-MER
249,75,PARIS 11
250,92,ASNIERES-SUR-SEINE
251,77,BUSSY-SAINT-MARTIN
252,94,JOINVILLE-LE-PONT
253,40,SOORTS-HOSSEGOR
254,75,PARIS 02
255,75,PARIS 18
256,75,PARIS 06
257,75,PARIS 18
258,75,PARIS 12
259,92,BOULOGNE-BILLANCOURT
260,93,MONTREUIL
261,75,PARIS 15
262,60,COMPIEGNE
263,78,VERSAILLES
264,6,NICE
265,75,PARIS 17
266,75,PARIS 18
267,92,COURBEVOIE
268,75,PARIS 17
269,75,PARIS 18
270,75,PARIS 03
271,92,BOULOGNE-BILLANCOURT
272,92,BOULOGNE-BILLANCOURT
273,75,PARIS 15
274,75,PARIS 07
275,82,MOISSAC
276,14,VILLERS-SUR-MER
277,91,ETAMPES
278,54,NANCY
279,14,BLONVILLE-SUR-MER
280,4,SISTERON
281,80,AMIENS
282,77,AVON
283,74,SALLANCHES
284,51,CHALONS EN CHAMPAGNE
285,42,ROANNE
286,35,RENNES
287,42,ROANNE
288,49,ANGERS
289,72,LE MANS
290,88,FRAIZE
291,42,VILLEREST
292,74,SAINT GERVAIS LES BAINS
293,43,LE PUY EN VELAY
294,77,MELUN
295,34,AGDE
296,54,HOMECOURT
297,45,ST JEAN DE BRAYE
298,87,ST-LEONARD-DE-NOBLAT
299,11,GRUISSAN
300,51,EPERNAY
301,30,NIMES
302,80,AMIENS
303,77,CANNES-ECLUSE
304,33,BEGLES
305,11,GRUISSAN
306,38,HUEZ
307,31,FROUZINS
308,34,CLERMONT L HERAULT
309,13,LA CIOTAT
310,42,ROANNE
311,38,SAINT-MARTIN-D'HERES
312,84,CARPENTRAS
313,6,MENTON
314,13,MARSEILLE 7EME
315,49,CHOLET
316,33,TOULENNE
317,56,BRECH
318,45,OLIVET
319,10,SAINT JULIEN LES VILLAS
320,34,MEZE
321,50,COUTANCES
322,10,SAINTE SAVINE
323,33,SOULAC-SUR-MER
324,82,MONTAUBAN
325,13,MARSEILLE 9EME
326,75,PARIS 14
327,40,SAINT-PIERRE-DU-MONT
328,10,SAINTE SAVINE
329,38,GRENOBLE
330,69,VILLEFRANCHE
331,94,VILLENEUVE-SAINT-GEORGES
332,78,SARTROUVILLE
333,87,LIMOGES
334,18,BOURGES
335,49,ANGERS
336,33,TALENCE
337,45,LA CHAPELLE ST MESMIN
338,75,PARIS 03
339,94,IVRY-SUR-SEINE
340,30,DURFORT-ET-SAINT-MARTIN-DE-
341,75,PARIS 18
342,77,LE MEE SUR SEINE
343,10,ROSIERES PRES TROYES
344,42,ANDREZIEUX-BOUTHEON
345,60,LAIGNEVILLE
346,92,FONTENAY-AUX-ROSES
347,37,TOURS
348,77,CHAMPAGNE SUR SEINE
349,75,PARIS 15
350,45,ORLEANS
351,78,CLAYES-SOUS-BOIS (LES)
352,6,MANDELIEU-LA-NAPOULE
353,94,CHOISY-LE-ROI
354,64,BAYONNE
355,69,LYON 1ER
356,95,AUVERS-SUR-OISE
357,40,DAX
358,91,CORBEIL ESSONNES
359,88,EPINAL
360,34,SETE
361,94,LIMEIL-BREVANNES
362,44,CHAPELLE-SUR-ERDRE (LA)
363,40,TARNOS
364,13,MARSEILLE 7EME
365,13,MARSEILLE 5EME
366,44,SORINIERES (LES)
367,77,SAINT-MAMMES
368,83,BANDOL
369,33,BEGLES
370,33,BORDEAUX
371,93,STAINS
372,38,GRENOBLE
373,39,TAVAUX
374,92,RUEIL-MALMAISON
375,60,PRECY SUR OISE
376,2A,ZONZA
377,93,LES LILAS
378,40,ST-VINCENT-DE-TYROSSE
379,92,ASNIERES-SUR-SEINE
380,94,NOGENT-SUR-MARNE
381,92,NANTERRE
382,78,MAISONS-LAFFITTE
383,94,BOISSY-SAINT-LEGER
384,91,BONDOUFLE
385,74,VIUZ-EN-SALLAZ
386,6,CAP-D AIL
387,38,GRENOBLE
388,19,BRIVE LA GAILLARDE
389,77,VAUX-LE-PENIL
390,95,DOMONT
391,95,ROISSY-EN-FRANCE
392,78,MARLY-LE-ROI
393,85,NOTRE-DAME-DE-MONTS
394,92,BOIS-COLOMBES
395,77,MEAUX
396,92,ASNIERES-SUR-SEINE
397,93,TREMBLAY-EN-FRANCE
398,31,TOULOUSE
399,77,MONTEVRAIN
400,94,LIMEIL-BREVANNES
401,94,LE KREMLIN-BICETRE
402,4,DIGNE-LES-BAINS
403,92,PUTEAUX
404,14,DEAUVILLE
405,94,CRETEIL
406,69,LYON 3EME
407,38,SAINT-MARTIN-D'HERES
408,75,PARIS 11
409,30,NIMES
410,13,AUBAGNE
411,95,HERBLAY-SUR-SEINE
412,6,NICE
413,95,ERMONT
414,40,TARNOS
415,44,NANTES
416,80,LE CROTOY
417,77,CLAYE-SOUILLY
418,94,LA QUEUE-EN-BRIE
419,83,TOULON
420,13,CASSIS
421,40,TOSSE
422,73,LES BELLEVILLE
423,93,LES LILAS
424,78,MAURECOURT
425,94,VALENTON
426,94,LA QUEUE-EN-BRIE
427,94,LA QUEUE-EN-BRIE
428,92,NANTERRE
429,77,SERVON
430,13,MARSEILLE 10EME
431,91,CHEPTAINVILLE
432,69,FRANCHEVILLE
433,94,CHARENTON-LE-PONT
434,62,WIMEREUX
435,78,PECQ (LE)
436,22,SAINT-BRIEUC
437,75,PARIS 17
438,94,ALFORTVILLE
439,1,FERNEY-VOLTAIRE
440,94,NOGENT-SUR-MARNE
441,44,PORNICHET
442,91,JUVISY SUR ORGE
443,75,PARIS 11
444,13,MARSEILLE 8EME
445,69,LYON 4EME
446,13,LA CIOTAT
447,93,BAGNOLET
448,69,SOUCIEU EN JARREST
449,75,PARIS 16
450,13,SAINT SAVOURNIN
451,75,PARIS 05
452,6,MENTON
453,92,CLICHY
454,75,PARIS 17
455,92,BOULOGNE-BILLANCOURT
456,92,MEUDON
457,92,SEVRES
458,75,PARIS 17
459,92,LE PLESSIS-ROBINSON
460,35,PACE
461,75,PARIS 10
462,75,PARIS 11
463,75,PARIS 03
464,78,CHATOU
465,83,SAINT-CYR-SUR-MER
466,14,VILLERS-SUR-MER
467,92,ANTONY
468,92,GENNEVILLIERS
469,75,PARIS 06
470,92,BOIS-COLOMBES
471,94,GENTILLY
472,92,ASNIERES-SUR-SEINE
473,75,PARIS 20
474,93,MONTREUIL
475,94,ALFORTVILLE
476,92,BOULOGNE-BILLANCOURT
477,1,PERON
478,93,MONTREUIL
479,6,CANNES
480,75,PARIS 04
481,92,NEUILLY-SUR-SEINE
482,75,PARIS 13
483,92,ASNIERES-SUR-SEINE
484,75,PARIS 10
485,75,PARIS 10
486,92,BOULOGNE-BILLANCOURT
487,75,PARIS 17
488,75,PARIS 14
489,75,PARIS 11
490,75,PARIS 17
491,78,MAISONS-LAFFITTE
492,75,PARIS 14
493,75,PARIS 12
494,75,PARIS 10
495,92,BOULOGNE-BILLANCOURT
496,75,PARIS 15
497,6,NICE
498,92,SURESNES
499,92,LEVALLOIS-PERRET
500,94,VINCENNES
501,75,PARIS 12
502,78,VERSAILLES
503,75,PARIS 06
504,92,LEVALLOIS-PERRET
505,92,ASNIERES-SUR-SEINE
506,75,PARIS 17
507,92,NEUILLY-SUR-SEINE
508,94,SAINT-MAUR-DES-FOSSES
509,75,PARIS 11
510,92,ISSY-LES-MOULINEAUX
511,75,PARIS 06
512,75,PARIS 17
513,94,VINCENNES
514,75,PARIS 06
515,75,PARIS 06
516,75,PARIS 16
517,53,CONGRIER
518,13,MARSEILLE 4EME
519,60,BEAUVAIS
520,22,SAINT-BRIEUC
521,95,MONTMORENCY
522,19,BRIVE LA GAILLARDE
523,73,SAINT FRANCOIS LONGCHAMP
524,7,BOURG-SAINT-ANDEOL
525,42,SAINT-ETIENNE
526,90,BELFORT
527,11,PORT-LA-NOUVELLE
528,28,DREUX
529,49,CHOLET
530,42,SAINT-ETIENNE
531,38,GRESSE-EN-VERCORS
532,7,SALAVAS
533,27,GRAVIGNY
534,33,TALENCE
535,39,LES ROUSSES
536,7,BOURG-SAINT-ANDEOL
537,11,NARBONNE
538,59,MONS EN BAROEUL
539,34,SETE
540,83,BORMES-LES-MIMOSAS
541,92,CLICHY
542,6,PEILLON
543,30,NIMES
544,66,LES ANGLES
545,13,MARSEILLE 7EME
546,13,MARSEILLE 1ER
547,34,SETE
548,91,MONTLHERY
549,25,GENEUILLE
550,38,GRENOBLE
551,13,MARSEILLE 10EME
552,28,CHARTRES
553,40,SAINT-PIERRE-DU-MONT
554,40,LABENNE
555,13,MARSEILLE 8EME
556,13,MARSEILLE 8EME
557,69,DUERNE
558,44,ST-HERBLAIN
559,49,TIERCE
560,26,ROMANS-SUR-ISERE
561,14,VILLERS-SUR-MER
562,45,LA CHAPELLE ST MESMIN
563,26,BOURG LES VALENCE
564,13,MARSEILLE 10EME
565,83,LA GARDE
566,83,TOULON
567,28,CHARTRES
568,91,DRAVEIL
569,33,CADILLAC
570,44,PORNICHET
571,59,FACHES THUMESNIL
572,13,MARSEILLE 13EME
573,33,VILLENAVE D ORNON
574,45,PUISEAUX
575,37,TOURS
576,3,MOULINS
577,53,CHATEAU-GONTIER-SUR-MAYENNE
578,83,SOLLIES-PONT
579,6,ANTIBES
580,51,REIMS
581,92,ASNIERES-SUR-SEINE
582,7,AUBENAS
583,13,MARSEILLE 2EME
584,69,OULLINS
585,49,ANGERS
586,34,FRONTIGNAN
587,78,CROISSY SUR SEINE
588,95,GONESSE
589,13,CARNOUX-EN-PROVENCE
590,33,BIGANOS
591,6,CANNES
592,13,MARSEILLE 9EME
593,13,MARSEILLE 8EME
594,31,CASTANET TOLOSAN
595,31,BESSIERES
596,49,ANGERS
597,13,MARSEILLE 4EME
598,69,OULLINS
599,13,MARSEILLE 1ER
600,51,REIMS
601,88,HADOL
602,44,ST-HERBLAIN
603,69,OULLINS
604,77,LONGPERRIER
605,38,MONTBONNOT-SAINT-MARTIN
606,78,MANTES-LA-VILLE
607,38,GRENOBLE
608,69,NEUVILLE SUR SAONE
609,6,MENTON
610,93,LE BLANC-MESNIL
611,83,BANDOL
612,94,SAINT-MAUR-DES-FOSSES
613,94,SAINT-MAUR-DES-FOSSES
614,33,BORDEAUX
615,73,VALLOIRE
616,69,ECULLY
617,1,MONTCEAUX
618,33,LORMONT
619,13,MARSEILLE 9EME
620,94,ST MAURICE
621,1,VALSERHONE
622,74,CHAMONIX MONT BLANC
623,77,BRIE COMTE ROBERT
624,6,MENTON
625,33,MERIGNAC
626,92,COURBEVOIE
627,6,CARROS
628,44,NANTES
629,40,TARNOS
630,13,CASSIS
631,69,LYON 2EME
632,1,ST-GENIS-POUILLY
633,74,ARGONAY
634,62,NEUFCHATEL-HARDELOT
635,38,MONTBONNOT-SAINT-MARTIN
636,83,TOULON
637,75,PARIS 16
638,75,PARIS 10
639,94,VINCENNES
640,75,PARIS 13
641,78,MEULAN-EN-YVELINES
642,93,ROMAINVILLE
643,13,MARSEILLE 8EME
644,83,CARQUEIRANNE
645,31,TOULOUSE
646,6,BEAUSOLEIL
647,92,COURBEVOIE
648,83,HYERES
649,75,PARIS 09
650,83,TOULON
651,94,FONTENAY-SOUS-BOIS
652,75,PARIS 11
653,92,BOULOGNE-BILLANCOURT
654,75,PARIS 20
655,6,CANNES
656,59,LILLE
657,38,MEYLAN
658,69,LYON 5EME
659,75,PARIS 07
660,75,PARIS 06
661,73,LES BELLEVILLE
662,18,VIERZON
663,14,TROUVILLE-SUR-MER
664,72,LE MANS
665,62,ARRAS
666,11,SIGEAN
667,56,HENNEBONT
668,69,GRIGNY
669,51,CHALONS EN CHAMPAGNE
670,95,CERGY
671,10,TROYES
672,75,PARIS 20
673,87,LIMOGES
674,45,OLIVET
675,10,SAINTE SAVINE
676,44,INDRE
677,87,ST YRIEIX LA PERCHE
678,59,GRANDE-SYNTHE
679,49,ANGERS
680,13,MARSEILLE 4EME
681,85,TALMONT-SAINT-HILAIRE
682,13,MARSEILLE 2EME
683,29,BREST
684,11,LEUCATE
685,91,BOISSY-SOUS-SAINT-YON
686,13,MARSEILLE 5EME
687,56,LORIENT
688,37,JOUE LES TOURS
689,93,VAUJOURS
690,91,SAVIGNY-SUR-ORGE
691,13,MARSEILLE 1ER
692,30,BELLEGARDE
693,76,DIEPPE
694,51,TINQUEUX
695,59,LYS LEZ LANNOY
696,75,PARIS 19
697,11,FITOU
698,60,PONT STE MAXENCE
699,91,CORBEIL ESSONNES
700,6,VILLENEUVE-LOUBET
701,78,EPONE
702,6,LE CANNET
703,11,GRUISSAN
704,40,BISCARROSSE
705,92,BOULOGNE-BILLANCOURT
706,78,PLAISIR
707,11,NARBONNE
708,74,SCIONZIER
709,40,MONT-DE-MARSAN
710,60,CLERMONT
711,29,QUIMPER
712,91,EVRY-COURCOURONNES
713,81,ALBI
714,93,EPINAY SUR SEINE
715,92,NANTERRE
716,69,LYON 5EME
717,11,NARBONNE
718,38,SAINT-MARTIN-D'HERES
719,972,SAINTE ANNE
720,91,EVRY-COURCOURONNES
721,77,PONTAULT COMBAULT
722,30,LE GRAU DU ROI
723,77,SAVIGNY-LE-TEMPLE
724,33,BORDEAUX
725,34,VIC-LA-GARDIOLE
726,95,ECOUEN
727,56,LARMOR-PLAGE
728,33,CADAUJAC
729,78,ANDRESY
730,54,LUNEVILLE
731,93,BOBIGNY
732,59,VILLENEUVE-D'ASCQ
733,60,VILLERS ST PAUL
734,44,SUCE-SUR-ERDRE
735,64,HENDAYE
736,91,MARCOUSSIS
737,6,VALLAURIS
738,33,TALENCE
739,13,MARSEILLE 12EME
740,40,VIELLE-ST-GIRONS
741,33,PAREMPUYRE
742,91,ATHIS MONS
743,13,LA CIOTAT
744,45,ST JEAN DE LA RUELLE
745,92,NANTERRE
746,92,VANVES
747,69,LYON 2EME
748,69,TARARE
749,77,VILLEPARISIS
750,35,BOURGBARRE
751,33,ARCACHON
752,77,NANDY
753,44,GUERANDE
754,94,LIMEIL-BREVANNES
755,93,NEUILLY-PLAISANCE
756,92,CHATENAY-MALABRY
757,49,AVRILLE
758,13,MARSEILLE 15EME
759,77,SAINT THIBAULT DES VIGNES
760,77,EMERAINVILLE
761,1,ST-GENIS-POUILLY
762,92,BOULOGNE-BILLANCOURT
763,6,PEONE
764,93,BONDY
765,91,VARENNES-JARCY
766,78,MONTIGNY LE BRETONNEUX
767,92,BOULOGNE-BILLANCOURT
768,78,ORGEVAL
769,13,MARSEILLE 10EME
770,6,SAINT LAURENT DU VAR
771,93,SAINT-DENIS
772,92,CHATILLON
773,91,GIF SUR YVETTE
774,92,NEUILLY-SUR-SEINE
775,6,NICE
776,13,MARSEILLE 10EME
777,75,PARIS 07
778,92,BOURG-LA-REINE
779,33,FLOIRAC
780,74,COMBLOUX
781,13,MARSEILLE 8EME
782,95,PLESSIS-BOUCHARD (LE)
783,69,LYON 2EME
784,75,PARIS 02
785,45,ORLEANS
786,6,CAGNES SUR MER
787,13,MARSEILLE 8EME
788,33,CARBON BLANC
789,69,GENAY
790,92,PUTEAUX
791,91,YERRES
792,92,RUEIL-MALMAISON
793,95,TAVERNY
794,94,SAINT-MAUR-DES-FOSSES
795,2A,CASAGLIONE
796,92,RUEIL-MALMAISON
797,69,LYON 4EME
798,78,BOUGIVAL
799,33,ARCACHON
800,78,MONTIGNY LE BRETONNEUX
801,92,MEUDON
802,95,ERAGNY-SUR-OISE
803,75,PARIS 14
804,75,PARIS 19
805,38,SAINT-MARTIN-D'HERES
806,78,VERSAILLES
807,38,GRENOBLE
808,45,OLIVET
809,78,CONFLANS SAINTE HONORINE
810,91,SAINTE-GENEVIEVE-DES-BOIS
811,6,LE CANNET
812,95,BESSANCOURT
813,92,BOULOGNE-BILLANCOURT
814,75,PARIS 17
815,75,PARIS 19
816,75,PARIS 13
817,6,NICE
818,92,COLOMBES
819,95,PONTOISE
820,94,SAINT-MAUR-DES-FOSSES
821,94,CACHAN
822,75,PARIS 03
823,92,COLOMBES
824,75,PARIS 14
825,75,PARIS 10
826,94,MAISONS-ALFORT
827,95,MONTMORENCY
828,94,VINCENNES
829,92,BOIS-COLOMBES
830,6,NICE
831,77,AVON
832,92,SURESNES
833,75,PARIS 05
834,75,PARIS 20
835,92,NEUILLY-SUR-SEINE
836,78,VIROFLAY
837,77,TOURNAN-EN-BRIE
838,92,MONTROUGE
839,75,PARIS 15
840,6,LA COLLE SUR LOUP
841,92,LA GARENNE-COLOMBES
842,77,TORCY
843,92,BOIS-COLOMBES
844,2A,BONIFACIO
845,75,PARIS 18
846,94,CRETEIL
847,75,PARIS 14
848,75,PARIS 03
849,75,PARIS 15
850,75,PARIS 11
851,6,CANNES
852,92,LEVALLOIS-PERRET
853,75,PARIS 03
854,75,PARIS 17
855,1,DIVONNE-LES-BAINS
856,75,PARIS 16
857,69,LYON 4EME
858,75,PARIS 09
859,94,BRY-SUR-MARNE
860,75,PARIS 11
861,75,PARIS 06
862,75,PARIS 04
863,75,PARIS 18
864,92,BOULOGNE-BILLANCOURT
865,94,FONTENAY-SOUS-BOIS
866,92,LEVALLOIS-PERRET
867,75,PARIS 17
868,75,PARIS 14
869,75,PARIS 06
870,75,PARIS 06
871,75,PARIS 06
872,50,COUTANCES
873,66,AMELIE LES BAINS
874,972,SCHOELCHER
875,38,SEYSSINET-PARISET
876,59,DOUAI
877,76,LE HAVRE
878,74,MONT-SAXONNEX
879,91,CORBEIL ESSONNES
880,24,BERGERAC
881,10,TROYES
882,50,GAVRAY-SUR-SIENNE
883,42,ANDREZIEUX-BOUTHEON
884,59,CAUDRY
885,13,MARSEILLE 6EME
886,33,TALENCE
887,60,BEAUVAIS
888,34,FRONTIGNAN
889,77,DAMMARIE LES LYS
890,75,PARIS 20
891,94,MANDRES-LES-ROSES
892,13,LA CIOTAT
893,73,LA PLAGNE TARENTAISE
894,78,CARRIERES SUR SEINE
895,78,MAULE
896,42,SAINT-ETIENNE
897,83,LE LAVANDOU
898,83,HYERES
899,82,MONTAUBAN
900,41,BLOIS
901,31,TOULOUSE
902,44,NANTES
903,34,SETE
904,91,SOISY-SUR-SEINE
905,93,LES LILAS
906,13,MARSEILLE 8EME
907,14,HOULGATE
908,77,REBAIS
909,76,HARFLEUR
910,60,MONTATAIRE
911,40,SEIGNOSSE
912,75,PARIS 18
913,30,NIMES
914,35,PLEUGUENEUC
915,6,VALLAURIS
916,13,ROQUEVAIRE
917,13,MARSEILLE 8EME
918,31,TOULOUSE
919,14,DIVES-SUR-MER
920,77,FONTAINEBLEAU
921,13,AUBAGNE
922,42,SAVIGNEUX
923,51,EPERNAY
924,77,LONGPERRIER
925,94,CHOISY-LE-ROI
926,73,AIX LES BAINS
927,40,DAX
928,83,SAINT-MANDRIER-SUR-MER
929,13,MARSEILLE 5EME
930,2A,AJACCIO
931,6,MANDELIEU-LA-NAPOULE
932,14,DEAUVILLE
933,77,AVON
934,37,LA RICHE
935,6,NICE
936,69,LYON 3EME
937,91,MONTGERON
938,94,CHOISY-LE-ROI
939,69,LYON 9EME
940,13,MARSEILLE 1ER
941,6,CANNES
942,49,ANGERS
943,91,SAINTE-GENEVIEVE-DES-BOIS
944,13,MARSEILLE 13EME
945,60,CREIL
946,91,ATHIS MONS
947,94,BOISSY-SAINT-LEGER
948,11,GRUISSAN
949,91,SAVIGNY-SUR-ORGE
950,60,SENLIS
951,73,EPIERRE
952,44,COUERON
953,77,FONTAINEBLEAU
954,84,VILLELAURE
955,83,LE BEAUSSET
956,93,SEVRAN
957,83,LA VALETTE DU VAR
958,31,TOULOUSE
959,14,TROUVILLE-SUR-MER
960,75,PARIS 18
961,94,SUCY-EN-BRIE
962,92,COURBEVOIE
963,30,NIMES
964,13,MARSEILLE 5EME
965,42,ROANNE
966,13,MARSEILLE 4EME
967,93,LIVRY-GARGAN
968,91,ATHIS MONS
969,38,GRENOBLE
970,95,FREPILLON
971,44,NANTES
972,92,BOULOGNE-BILLANCOURT
973,37,TOURS
974,13,AUBAGNE
975,31,TOULOUSE
976,77,SERRIS
977,83,LA GARDE
978,91,VILLIERS-SUR-ORGE
979,75,PARIS 18
980,69,LYON 1ER
981,94,VILLENEUVE-SAINT-GEORGES
982,93,LE BOURGET
983,91,PALAISEAU
984,35,RENNES
985,38,SAINT-ETIENNE-DE-SAINT-GEOIRS
986,75,PARIS 18
987,6,BEAUSOLEIL
988,13,MARSEILLE 2EME
989,59,LA MADELEINE
990,93,STAINS
991,35,DINARD
992,28,CHARTRES
993,75,PARIS 17
994,13,MARSEILLE 13EME
995,6,SAINT-ANDRE DE LA ROCHE
996,13,LA CIOTAT
997,91,BONDOUFLE
998,91,VIGNEUX SUR SEINE
999,95,MONTIGNY LES CORMEILLES
1000,30,LE GRAU DU ROI
1001,35,RENNES
1002,77,LIEUSAINT
1003,93,LES PAVILLONS-SOUS-BOIS
1004,49,ANGERS
1005,95,NOINTEL
1006,33,BORDEAUX
1007,44,NANTES
