ID,Code departement,Commune
31660,78,SAINT-GERMAIN-EN-LAYE
31661,75,PARIS 19
31662,94,SAINT-MAUR-DES-FOSSES
31663,75,PARIS 08
31664,94,SAINT-MAUR-DES-FOSSES
31665,75,PARIS 18
31666,75,PARIS 19
31667,75,PARIS 18
31668,75,PARIS 10
31669,75,PARIS 20
31670,75,PARIS 18
31671,74,SAINT GERVAIS LES BAINS
31672,78,NOISY LE ROI
31673,75,PARIS 03
31674,75,PARIS 02
31675,92,NEUILLY-SUR-SEINE
31676,75,PARIS 16
31677,75,PARIS 17
31678,78,CELLE-SAINT-CLOUD (LA)
31679,44,LA BAULE-ESCOUBLAC
31680,75,PARIS 11
31681,75,PARIS 03
31682,75,PARIS 11
31683,6,SAINT-JEAN-CAP-FERRAT
31684,92,NEUILLY-SUR-SEINE
31685,92,NEUILLY-SUR-SEINE
31686,75,PARIS 10
31687,75,PARIS 12
31688,92,NANTERRE
31689,75,PARIS 16
31690,92,NEUILLY-SUR-SEINE
31691,11,CARCASSONNE
31692,72,LE MANS
31693,88,VITTEL
31694,36,CHATEAUROUX
31695,30,UZES
31696,39,RAVILLOLES
31697,4,ALLOS
31698,88,SAINT DIE DES VOSGES
31699,44,GUERANDE
31700,28,COURVILLE SUR EURE
31701,31,FENOUILLET
31702,60,COMPIEGNE
31703,14,VILLERS-SUR-MER
31704,35,VITRE
31705,22,SAINT-BRIEUC
31706,14,HOULGATE
31707,77,GRETZ-ARMAINVILLIERS
31708,95,ST OUEN L AUMONE
31709,77,MEAUX
31710,22,DINAN
31711,62,LE TOUQUET PARIS PLAGE
31712,78,MANTES-LA-VILLE
31713,84,BEDARRIDES
31714,14,HONFLEUR
31715,14,HONFLEUR
31716,6,VILLEFRANCHE-SUR-MER
31717,75,PARIS 20
31718,75,PARIS 04
31719,28,CHARTRES
31720,28,NOGENT LE ROTROU
31721,83,DRAGUIGNAN
31722,10,TROYES
31723,88,EPINAL
31724,84,LE PONTET
31725,87,LIMOGES
31726,89,AUXERRE
31727,50,SAINT-LO
31728,59,LILLE
31729,42,ROANNE
31730,45,ORLEANS
31731,26,VALENCE
31732,974,SAINT DENIS
31733,45,ORLEANS
31734,56,CLEGUER
31735,88,EPINAL
31736,43,SAINT JUST MALMONT
31737,51,CHALONS EN CHAMPAGNE
31738,30,NIMES
31739,11,LEUCATE
31740,51,CHALONS EN CHAMPAGNE
31741,62,CALAIS
31742,78,MESNIL-SAINT-DENIS (LE)
31743,37,JOUE LES TOURS
31744,10,LA CHAPELLE ST LUC
31745,64,MOURENX
31746,72,LE MANS
31747,6,LE CANNET
31748,42,LE COTEAU
31749,83,BELGENTIER
31750,30,NIMES
31751,64,PAU
31752,6,ROQUEBILLIERE
31753,30,PONT ST ESPRIT
31754,94,CHOISY-LE-ROI
31755,51,REIMS
31756,26,ROMANS-SUR-ISERE
31757,972,DUCOS
31758,10,TROYES
31759,84,SORGUES
31760,59,TOURCOING
31761,31,TOULOUSE
31762,91,CORBEIL ESSONNES
31763,84,AVIGNON
31764,26,VALENCE
31765,34,MARSEILLAN
31766,50,CHERBOURG-EN-COTENTIN
31767,59,LOOS
31768,26,NYONS
31769,77,LE MEE SUR SEINE
31770,34,LA GRANDE MOTTE
31771,83,LA LONDE LES MAURES
31772,74,ARACHES LA FRASSE
31773,59,WATTIGNIES
31774,91,EVRY-COURCOURONNES
31775,972,FORT DE FRANCE
31776,77,LE MEE SUR SEINE
31777,59,CROIX
31778,35,VITRE
31779,40,SAINT-PIERRE-DU-MONT
31780,38,LES ADRETS
31781,77,MONTEREAU FAULT YONNE
31782,56,LORIENT
31783,59,MARQUETTE-LEZ-LILLE
31784,95,GARGES-LES-GONESSE
31785,95,DOMONT
31786,94,CHOISY-LE-ROI
31787,26,PORTES LES VALENCE
31788,91,CORBEIL ESSONNES
31789,91,ARPAJON
31790,35,GUICHEN
31791,94,THIAIS
31792,26,BOURG LES VALENCE
31793,59,ROUBAIX
31794,11,NARBONNE
31795,91,SAVIGNY-SUR-ORGE
31796,94,CHOISY-LE-ROI
31797,83,LA SEYNE SUR MER
31798,84,AVIGNON
31799,95,SANNOIS
31800,75,PARIS 10
31801,77,MELUN
31802,89,AUXERRE
31803,54,JARNY
31804,78,SAINT-CYR-L ECOLE
31805,78,NEAUPHLE-LE-CHATEAU
31806,78,RAMBOUILLET
31807,76,GREMONVILLE
31808,84,BEDOIN
31809,76,SAINT-ROMAIN-DE-COLBOSC
31810,94,LA QUEUE-EN-BRIE
31811,95,BESSANCOURT
31812,76,LE HAVRE
31813,60,COMPIEGNE
31814,35,RENNES
31815,83,BORMES-LES-MIMOSAS
31816,34,VALRAS-PLAGE
31817,973,REMIRE MONTJOLY
31818,972,DUCOS
31819,93,AULNAY SOUS BOIS
31820,95,MONTMORENCY
31821,75,PARIS 11
31822,33,BORDEAUX
31823,6,NICE
31824,44,NANTES
31825,69,BRIGNAIS
31826,44,REZE
31827,33,GUJAN MESTRAS
31828,76,LE HAVRE
31829,94,THIAIS
31830,94,RUNGIS
31831,35,SAINT-MALO
31832,26,ROMANS-SUR-ISERE
31833,34,MONTPELLIER
31834,75,PARIS 20
31835,84,VACQUEYRAS
31836,94,VITRY-SUR-SEINE
31837,69,CALUIRE ET CUIRE
31838,59,ROUBAIX
31839,35,RENNES
31840,31,TOULOUSE
31841,77,CHELLES
31842,75,PARIS 18
31843,6,SAINT-ETIENNE-DE-TINEE
31844,59,LILLE
31845,91,MASSY
31846,91,CHILLY MAZARIN
31847,94,CHENNEVIERES SUR MARNE
31848,33,LORMONT
31849,77,REAU
31850,95,SANNOIS
31851,94,CHAMPIGNY-SUR-MARNE
31852,78,PLAISIR
31853,2A,ZONZA
31854,44,ST-HERBLAIN
31855,44,NANTES
31856,94,CRETEIL
31857,59,VILLENEUVE-D'ASCQ
31858,78,SARTROUVILLE
31859,69,LYON 9EME
31860,94,CRETEIL
31861,5,LA SALLE
31862,6,NICE
31863,93,MONTREUIL
31864,51,REIMS
31865,59,VILLENEUVE-D'ASCQ
31866,95,PONTOISE
31867,78,VERSAILLES
31868,38,GRENOBLE
31869,94,LIMEIL-BREVANNES
31870,33,TRESSES
31871,78,PORT-MARLY (LE)
31872,78,RAMBOUILLET
31873,94,MAISONS-ALFORT
31874,14,TOURGEVILLE
31875,95,EAUBONNE
31876,78,VERSAILLES
31877,95,MERIEL
31878,59,LA MADELEINE
31879,95,SANNOIS
31880,78,ESSARTS-LE-ROI (LES)
31881,33,BEGLES
31882,94,VILLECRESNES
31883,94,L'HAY-LES-ROSES
31884,69,VILLEURBANNE
31885,92,CLICHY
31886,69,CALUIRE ET CUIRE
31887,35,RENNES
31888,93,PIERREFITTE-SUR-SEINE
31889,33,BORDEAUX
31890,44,NANTES
31891,77,LIEUSAINT
31892,93,SAINT-DENIS
31893,6,NICE
31894,77,TORCY
31895,75,PARIS 19
31896,75,PARIS 04
31897,94,ALFORTVILLE
31898,78,SAINT-GERMAIN-EN-LAYE
31899,75,PARIS 18
31900,93,LES LILAS
31901,6,BEAUSOLEIL
31902,91,YERRES
31903,94,MAISONS-ALFORT
31904,33,MARGAUX CANTENAC
31905,6,MENTON
31906,75,PARIS 10
31907,75,PARIS 03
31908,77,LESIGNY
31909,44,NANTES
31910,84,AVIGNON
31911,75,PARIS 18
31912,75,PARIS 10
31913,75,PARIS 12
31914,31,TOULOUSE
31915,75,PARIS 17
31916,78,VERNOUILLET
31917,91,SAVIGNY-SUR-ORGE
31918,33,LE BOUSCAT
31919,92,LEVALLOIS-PERRET
31920,33,ARES
31921,75,PARIS 18
31922,75,PARIS 17
31923,75,PARIS 09
31924,75,PARIS 10
31925,75,PARIS 19
31926,92,MONTROUGE
31927,75,PARIS 19
31928,93,SAINT-DENIS
31929,75,PARIS 20
31930,92,ANTONY
31931,75,PARIS 18
31932,75,PARIS 01
31933,92,COURBEVOIE
31934,75,PARIS 19
31935,75,PARIS 09
31936,75,PARIS 09
31937,94,SAINT-MAUR-DES-FOSSES
31938,75,PARIS 16
31939,75,PARIS 03
31940,94,VINCENNES
31941,92,LEVALLOIS-PERRET
31942,75,PARIS 19
31943,75,PARIS 16
31944,75,PARIS 18
31945,75,PARIS 17
31946,75,PARIS 08
31947,75,PARIS 04
31948,75,PARIS 08
31949,75,PARIS 17
31950,75,PARIS 04
31951,75,PARIS 17
31952,75,PARIS 16
31953,75,PARIS 08
31954,28,CHATEAUDUN
31955,5,SAINT-MICHEL-DE-CHAILLOL
31956,5,LAYE
31957,93,SAINT-DENIS
31958,94,MAISONS-ALFORT
31959,59,SIN LE NOBLE
31960,5,LE DEVOLUY
31961,60,NOGENT SUR OISE
31962,88,EPINAL
31963,93,AUBERVILLIERS
31964,2,LAON
31965,11,GRUISSAN
31966,40,MONT-DE-MARSAN
31967,45,ORLEANS
31968,47,VILLENEUVE SUR LOT
31969,54,TRIEUX
31970,8,RETHEL
31971,51,REIMS
31972,71,CHAGNY
31973,91,CORBEIL ESSONNES
31974,93,SAINT-DENIS
31975,93,NEUILLY-SUR-MARNE
31976,76,FECAMP
31977,38,LES DEUX ALPES
31978,76,LE HAVRE
31979,40,TARTAS
31980,6,ROQUEBRUNE CAP MARTIN
31981,38,SAINT-MARTIN-D'HERES
31982,72,LE MANS
31983,29,SAINT-NIC
31984,50,COUTANCES
31985,83,LA SEYNE SUR MER
31986,38,SASSENAGE
31987,26,SAINT-DONAT-SUR-L HERBASSE
31988,26,ROMANS-SUR-ISERE
31989,85,TRANCHE-SUR-MER (LA)
31990,33,CARCANS
31991,85,SAINT-HILAIRE-DE-RIEZ
31992,76,DEVILLE-LES-ROUEN
31993,51,SAINT-MEMMIE
31994,30,LE GRAU DU ROI
31995,30,NIMES
31996,38,CORRENCON-EN-VERCORS
31997,30,LES ANGLES
31998,78,TRIEL SUR SEINE
31999,54,VALLEROY
32000,77,AVON
32001,83,HYERES
32002,75,PARIS 18
32003,45,FLEURY LES AUBRAIS
32004,93,NEUILLY-PLAISANCE
32005,95,CERGY
32006,30,NIMES
32007,84,AVIGNON
32008,28,CHARTRES
32009,51,REIMS
32010,69,VILLEFRANCHE
32011,83,VIDAUBAN
32012,44,PORNIC
32013,6,NICE
32014,6,NICE
32015,33,BORDEAUX
32016,77,THORIGNY SUR MARNE
32017,6,NICE
32018,54,BLAINVILLE-SUR-L EAU
32019,95,PLESSIS-BOUCHARD (LE)
32020,44,BOUGUENAIS
32021,49,CHOLET
32022,49,AVRILLE
32023,54,LONGWY
32024,83,CUERS
32025,77,CHAMPAGNE SUR SEINE
32026,93,LE RAINCY
32027,38,GRENOBLE
32028,94,CHENNEVIERES SUR MARNE
32029,76,GRAND QUEVILLY (LE)
32030,91,SAINT-MICHEL-SUR-ORGE
32031,31,ESCALQUENS
32032,11,GRUISSAN
32033,91,ARPAJON
32034,33,CENON
32035,76,MONT-SAINT-AIGNAN
32036,76,ROUEN
32037,38,LA TRONCHE
32038,38,CORENC
32039,40,SEIGNOSSE
32040,59,LAMBERSART
32041,76,ROUEN
32042,91,SAINT-GERMAIN-LES-ARPAJON
32043,75,PARIS 09
32044,69,LYON 4EME
32045,95,SARCELLES
32046,31,COLOMIERS
32047,95,GROSLAY
32048,78,POISSY
32049,33,LORMONT
32050,95,PONTOISE
32051,77,CHELLES
32052,91,EVRY-COURCOURONNES
32053,93,LA COURNEUVE
32054,29,BREST
32055,33,LIBOURNE
32056,35,RENNES
32057,35,SENS-DE-BRETAGNE
32058,31,RAMONVILLE ST AGNE
32059,972,LE LAMENTIN
32060,77,GUIGNES
32061,4,UVERNET-FOURS
32062,95,PIERRELAYE
32063,78,MESNIL-SAINT-DENIS (LE)
32064,92,CLICHY
32065,76,GRAND QUEVILLY (LE)
32066,50,SAINT-LO
32067,22,DINAN
32068,33,CENON
32069,95,CERGY
32070,49,CHOLET
32071,92,CLICHY
32072,95,CERGY
32073,93,EPINAY SUR SEINE
32074,6,NICE
32075,94,LE PERREUX-SUR-MARNE
32076,974,SAINT DENIS
32077,54,LONGWY
32078,59,WASQUEHAL
32079,51,REIMS
32080,95,ST OUEN L AUMONE
32081,95,ST GRATIEN
32082,80,ABBEVILLE
32083,44,SAINT BREVIN LES PINS
32084,95,FRANCONVILLE LA GARENNE
32085,92,CHATENAY-MALABRY
32086,91,EVRY-COURCOURONNES
32087,91,IGNY
32088,44,NANTES
32089,75,PARIS 18
32090,59,LILLE
32091,77,MONTEVRAIN
32092,95,CERGY
32093,44,NANTES
32094,33,BORDEAUX
32095,44,NANTES
32096,77,MEAUX
32097,77,LAGNY-SUR-MARNE
32098,31,TOULOUSE
32099,33,BORDEAUX
32100,91,IGNY
32101,33,EYSINES
32102,69,LYON 3EME
32103,94,IVRY-SUR-SEINE
32104,94,LE PLESSIS-TREVISE
32105,83,HYERES
32106,94,CHAMPIGNY-SUR-MARNE
32107,91,MONTGERON
32108,38,GRENOBLE
32109,95,SARCELLES
32110,94,LE PERREUX-SUR-MARNE
32111,77,FONTAINEBLEAU
32112,93,MONTREUIL
32113,91,BRETIGNY SUR ORGE
32114,94,CHENNEVIERES SUR MARNE
32115,92,CHATENAY-MALABRY
32116,78,ETANG-LA-VILLE (L )
32117,59,PERENCHIES
32118,95,BEAUCHAMP
32119,59,LILLE
32120,94,NOGENT-SUR-MARNE
32121,44,LA TURBALLE
32122,93,NOISY-LE-GRAND
32123,95,SANNOIS
32124,34,SETE
32125,75,PARIS 20
32126,33,BLANQUEFORT
32127,94,VITRY-SUR-SEINE
32128,93,NOISY-LE-GRAND
32129,33,BORDEAUX
32130,6,NICE
32131,49,SAUMUR
32132,74,ANNECY
32133,94,FONTENAY-SOUS-BOIS
32134,95,MONTMORENCY
32135,38,VILLARD-DE-LANS
32136,33,LA TESTE-DE-BUCH
32137,84,AVIGNON
32138,33,BEGLES
32139,33,SAINTE EULALIE
32140,83,HYERES
32141,91,JUVISY SUR ORGE
32142,69,LYON 3EME
32143,14,TOURGEVILLE
32144,94,BONNEUIL-SUR-MARNE
32145,973,REMIRE MONTJOLY
32146,95,MONTMORENCY
32147,94,GENTILLY
32148,77,SERRIS
32149,94,LE PLESSIS-TREVISE
32150,75,PARIS 10
32151,34,MONTPELLIER
32152,77,MONTEVRAIN
32153,75,PARIS 16
32154,75,PARIS 19
32155,95,OSNY
32156,92,COURBEVOIE
32157,75,PARIS 10
32158,6,NICE
32159,92,MONTROUGE
32160,44,ST SEBASTIEN SUR LOIRE
32161,94,CRETEIL
32162,33,SAINT JEAN D ILLAC
32163,60,COMPIEGNE
32164,75,PARIS 18
32165,69,LYON 3EME
32166,94,CACHAN
32167,75,PARIS 17
32168,33,TALENCE
32169,33,ARCACHON
32170,92,FONTENAY-AUX-ROSES
32171,31,ROUFFIAC TOLOSAN
32172,95,PIERRELAYE
32173,2A,AJACCIO
32174,77,EMERAINVILLE
32175,83,HYERES
32176,75,PARIS 10
32177,33,AUDENGE
32178,6,NICE
32179,92,NEUILLY-SUR-SEINE
32180,92,COURBEVOIE
32181,75,PARIS 19
32182,75,PARIS 16
32183,33,BORDEAUX
32184,92,SURESNES
32185,75,PARIS 17
32186,92,ISSY-LES-MOULINEAUX
32187,92,MONTROUGE
32188,94,FONTENAY-SOUS-BOIS
32189,75,PARIS 20
32190,69,LYON 9EME
32191,83,TOULON
32192,94,SAINT-MAUR-DES-FOSSES
32193,94,JOINVILLE-LE-PONT
32194,59,LILLE
32195,92,CLICHY
32196,93,SAINT-OUEN-SUR-SEINE
32197,44,LA BAULE-ESCOUBLAC
32198,69,LYON 2EME
32199,94,CHEVILLY-LARUE
32200,75,PARIS 01
32201,78,VESINET (LE)
32202,94,VINCENNES
32203,94,CHARENTON-LE-PONT
32204,69,CALUIRE ET CUIRE
32205,75,PARIS 10
32206,38,CLAIX
32207,75,PARIS 16
32208,94,NOGENT-SUR-MARNE
32209,30,UZES
32210,75,PARIS 11
32211,78,VERSAILLES
32212,78,SAINT-GERMAIN-EN-LAYE
32213,78,MONTIGNY LE BRETONNEUX
32214,75,PARIS 12
32215,75,PARIS 20
32216,75,PARIS 03
32217,94,NOGENT-SUR-MARNE
32218,94,NOGENT-SUR-MARNE
32219,75,PARIS 12
32220,75,PARIS 10
32221,75,PARIS 19
32222,75,PARIS 18
32223,75,PARIS 03
32224,83,SANARY SUR MER
32225,47,VILLENEUVE SUR LOT
32226,71,SAINT SERNIN DU BOIS
32227,80,MERS-LES-BAINS
32228,71,SAINT SERNIN DU BOIS
32229,10,BAR SUR AUBE
32230,54,THIAUCOURT-REGNIEVILLE
32231,71,SAINT SERNIN DU BOIS
32232,28,CHARTRES
32233,42,SAINT-ETIENNE
32234,85,SAINT-JEAN-DE-MONTS
32235,26,VALENCE
32236,76,ROUEN
32237,84,AVIGNON
32238,51,CHALONS EN CHAMPAGNE
32239,91,CORBEIL ESSONNES
32240,84,CARPENTRAS
32241,38,VOIRON
32242,41,VENDOME
32243,84,AVIGNON
32244,49,SEGRE-EN-ANJOU BLEU
32245,69,CONDRIEU
32246,2,LAON
32247,76,GRUCHET-LE-VALASSE
32248,38,CHAMROUSSE
32249,42,LE COTEAU
32250,42,SAINT-ETIENNE
32251,75,PARIS 12
32252,11,GRUISSAN
32253,26,BOURG LES VALENCE
32254,45,ORLEANS
32255,41,ROMORANTIN-LANTHENAY
32256,62,BETHUNE
32257,19,BRIVE LA GAILLARDE
32258,28,DREUX
32259,45,GIEN
32260,76,ROUEN
32261,85,SABLES-D'OLONNE (LES)
32262,95,ARGENTEUIL
32263,82,MONTAUBAN
32264,51,CHALONS EN CHAMPAGNE
32265,75,PARIS 17
32266,83,BORMES-LES-MIMOSAS
32267,30,NIMES
32268,72,LE MANS
32269,50,PONTORSON
32270,75,PARIS 17
32271,93,SAINT-DENIS
32272,95,ARGENTEUIL
32273,33,LACANAU
32274,69,LYON 8EME
32275,91,EVRY-COURCOURONNES
32276,59,ROUBAIX
32277,93,ROSNY-SOUS-BOIS
32278,26,VALENCE
32279,48,MENDE
32280,5,GAP
32281,33,LIBOURNE
32282,84,AVIGNON
32283,76,ROUEN
32284,33,CASTELNAU-DE-MEDOC
32285,77,CREGY-LES-MEAUX
32286,93,SAINT-DENIS
32287,64,PAU
32288,30,NIMES
32289,60,LIANCOURT
32290,69,RILLIEUX-LA-PAPE
32291,69,VILLEFRANCHE
32292,44,SAINT-NAZAIRE
32293,74,VETRAZ-MONTHOUX
32294,83,SIX-FOURS-LES-PLAGES
32295,11,LEUCATE
32296,33,BORDEAUX
32297,72,LE MANS
32298,56,LOCMIQUELIC
32299,26,PORTES LES VALENCE
32300,94,CHAMPIGNY-SUR-MARNE
32301,77,MEAUX
32302,91,SAVIGNY-SUR-ORGE
32303,80,ABBEVILLE
32304,84,AVIGNON
32305,91,ETAMPES
32306,39,PERRIGNY
32307,94,CHAMPIGNY-SUR-MARNE
32308,38,LES DEUX ALPES
32309,44,NANTES
32310,77,CHAMPS-SUR-MARNE
32311,78,CONFLANS SAINTE HONORINE
32312,84,CAVAILLON
32313,51,REIMS
32314,59,ROUBAIX
32315,83,BORMES-LES-MIMOSAS
32316,93,AUBERVILLIERS
32317,972,TROIS ILETS
32318,91,CHILLY MAZARIN
32319,59,LILLE
32320,94,SUCY-EN-BRIE
32321,35,DOL DE BRETAGNE
32322,91,CORBEIL ESSONNES
32323,94,SAINT-MANDE
32324,33,BRUGES
32325,33,VILLENAVE D ORNON
32326,75,PARIS 18
32327,29,CONCARNEAU
32328,45,ORLEANS
32329,78,CHEVREUSE
32330,85,BRETIGNOLLES-SUR-MER
32331,94,ALFORTVILLE
32332,94,CRETEIL
32333,31,TOULOUSE
32334,93,MONTREUIL
32335,34,VENDARGUES
32336,77,MELUN
32337,95,SARCELLES
32338,69,SATHONAY-VILLAGE
32339,35,CANCALE
32340,40,ST-PAUL-LES-DAX
32341,38,LES DEUX ALPES
32342,69,CHARBONNIERES-LES-BAINS
32343,95,FRANCONVILLE LA GARENNE
32344,83,LA LONDE LES MAURES
32345,94,CRETEIL
32346,83,TOULON
32347,34,SETE
32348,56,LORIENT
32349,93,VILLEMOMBLE
32350,34,AGDE
32351,94,CHOISY-LE-ROI
32352,33,BORDEAUX
32353,94,LIMEIL-BREVANNES
32354,75,PARIS 09
32355,33,ARES
32356,94,ABLON-SUR-SEINE
32357,44,LE CROISIC
32358,50,CHERBOURG-EN-COTENTIN
32359,91,ORSAY
32360,95,FRANCONVILLE LA GARENNE
32361,93,MONTREUIL
32362,84,AUBIGNAN
32363,93,GAGNY
32364,77,BUSSY-SAINT-GEORGES
32365,44,SAINT-ANDRE-DES-EAUX
32366,95,OSNY
32367,94,FRESNES
32368,26,VALENCE
32369,78,MANTES-LA-JOLIE
32370,75,PARIS 08
32371,26,BOURG LES VALENCE
32372,94,SAINT-MAUR-DES-FOSSES
32373,78,PLAISIR
32374,83,HYERES
32375,75,PARIS 18
32376,75,PARIS 20
32377,31,RAMONVILLE ST AGNE
32378,69,LYON 2EME
32379,6,NICE
32380,95,PIERRELAYE
32381,75,PARIS 16
32382,2A,AJACCIO
32383,33,BORDEAUX
32384,69,RILLIEUX-LA-PAPE
32385,69,VOURLES
32386,69,SAINT-PRIEST
32387,94,CHENNEVIERES SUR MARNE
32388,972,FORT DE FRANCE
32389,92,PUTEAUX
32390,94,CHAMPIGNY-SUR-MARNE
32391,94,CRETEIL
32392,94,CHEVILLY-LARUE
32393,31,TOULOUSE
32394,91,CROSNE
32395,75,PARIS 16
32396,92,CLICHY
32397,94,FRESNES
32398,94,MAISONS-ALFORT
32399,94,VITRY-SUR-SEINE
32400,69,LYON 1ER
32401,75,PARIS 03
32402,75,PARIS 18
32403,59,MOUVAUX
32404,75,PARIS 11
32405,78,LE CHESNAY-ROCQUENCOURT
32406,92,COURBEVOIE
32407,75,PARIS 20
32408,95,BOUFFEMONT
32409,76,ROUEN
32410,94,FRESNES
32411,35,ROZ-SUR-COUESNON
32412,95,VAUREAL
32413,75,PARIS 16
32414,11,NARBONNE
32415,59,LILLE
32416,33,FLOIRAC
32417,83,SANARY SUR MER
32418,34,PRADES-LE-LEZ
32419,75,PARIS 12
32420,44,NANTES
32421,34,MONTPEYROUX
32422,44,PORNICHET
32423,94,SAINT-MAUR-DES-FOSSES
32424,77,CHESSY
32425,2A,SERRA-DI-FERRO
32426,94,MAISONS-ALFORT
32427,94,VILLEJUIF
32428,33,GRADIGNAN
32429,95,BAILLET-EN-FRANCE
32430,75,PARIS 09
32431,75,PARIS 19
32432,83,SAINT-CYR-SUR-MER
32433,75,PARIS 09
32434,94,LE KREMLIN-BICETRE
32435,83,BANDOL
32436,92,NANTERRE
32437,75,PARIS 20
32438,59,LILLE
32439,94,LE PERREUX-SUR-MARNE
32440,75,PARIS 12
32441,91,SAINT-PIERRE-DU-PERRAY
32442,44,NANTES
32443,77,DAMMARTIN-EN-GOELE
32444,33,BORDEAUX
32445,94,ALFORTVILLE
32446,33,BORDEAUX
32447,31,TOULOUSE
32448,2,LAON
32449,95,CERGY
32450,94,SAINT-MANDE
32451,34,MARSEILLAN
32452,75,PARIS 16
32453,93,SAINT-OUEN-SUR-SEINE
32454,92,NANTERRE
32455,83,LA SEYNE SUR MER
32456,94,VINCENNES
32457,37,SAINT CYR SUR LOIRE
32458,92,SURESNES
32459,75,PARIS 16
32460,75,PARIS 11
32461,33,BORDEAUX
32462,75,PARIS 20
32463,69,LYON 9EME
32464,69,SAINT-GENIS-LAVAL
32465,75,PARIS 18
32466,75,PARIS 18
32467,75,PARIS 16
32468,75,PARIS 20
32469,31,TOULOUSE
32470,92,LEVALLOIS-PERRET
32471,75,PARIS 20
32472,75,PARIS 09
32473,93,MONTREUIL
32474,75,PARIS 16
32475,93,SAINT-OUEN-SUR-SEINE
32476,78,CELLE-SAINT-CLOUD (LA)
32477,75,PARIS 16
32478,69,LYON 3EME
32479,75,PARIS 11
32480,75,PARIS 17
32481,75,PARIS 11
32482,75,PARIS 17
32483,75,PARIS 16
32484,22,SAINT-BRIEUC
32485,29,MORLAIX
32486,94,IVRY-SUR-SEINE
32487,47,VILLENEUVE SUR LOT
32488,76,BREAUTE
32489,6,NICE
32490,2,FOLEMBRAY
32491,28,TOURY
32492,47,VILLENEUVE SUR LOT
32493,19,BRIVE LA GAILLARDE
32494,33,LA TESTE-DE-BUCH
32495,83,DRAGUIGNAN
32496,48,LANGOGNE
32497,26,DIEULEFIT
32498,41,BLOIS
32499,47,MARMANDE
32500,88,RAMBERVILLERS
32501,2,SOISSONS
32502,64,PAU
32503,72,LE MANS
32504,84,AVIGNON
32505,18,BOURGES
32506,56,HENNEBONT
32507,59,ROUBAIX
32508,71,CHALON-SUR-SAONE
32509,24,BERGERAC
32510,30,NIMES
32511,51,FRIGNICOURT
32512,84,AVIGNON
32513,42,VILLEREST
32514,22,SAINT-BRIEUC
32515,44,SAINT-NAZAIRE
32516,51,REIMS
32517,72,LE MANS
32518,45,ORLEANS
32519,66,FORMIGUERES
32520,54,NANCY
32521,41,BLOIS
32522,11,NARBONNE
32523,75,PARIS 18
32524,30,ALES
32525,84,CARPENTRAS
32526,95,BEZONS
32527,85,TALMONT-SAINT-HILAIRE
32528,54,NANCY
32529,10,LA CHAPELLE ST LUC
32530,84,AVIGNON
32531,93,NEUILLY-SUR-MARNE
32532,91,MASSY
32533,51,CHALONS EN CHAMPAGNE
32534,84,AVIGNON
32535,40,DAX
32536,59,TOURCOING
32537,35,SAINT-MALO
32538,69,CALUIRE ET CUIRE
32539,76,ELBEUF
32540,42,ROANNE
32541,34,MONTARNAUD
32542,38,FONTAINE
32543,44,PORNICHET
32544,54,NANCY
32545,38,GRENOBLE
32546,51,REIMS
32547,78,SARTROUVILLE
32548,91,CHAMARANDE
32549,56,PLUNERET
32550,84,MORNAS
32551,37,TOURS
32552,34,AGDE
32553,30,NIMES
32554,33,PAILLET
32555,6,NICE
32556,95,PONTOISE
32557,45,CHECY
32558,56,LORIENT
32559,66,CERET
32560,83,HYERES
32561,972,ROBERT
32562,94,LE PERREUX-SUR-MARNE
32563,76,ROUEN
32564,69,COUZON-AU-MONT-D OR
32565,94,VINCENNES
32566,62,BERCK
32567,95,PONTOISE
32568,11,CASTELNAUDARY
32569,44,NANTES
32570,83,BORMES-LES-MIMOSAS
32571,78,TRAPPES
32572,45,ARDON
32573,85,BRETIGNOLLES-SUR-MER
32574,91,ETAMPES
32575,44,NANTES
32576,60,BORNEL
32577,83,DRAGUIGNAN
32578,75,PARIS 20
32579,91,CHILLY MAZARIN
32580,60,LAIGNEVILLE
32581,72,LE MANS
32582,93,AUBERVILLIERS
32583,45,ORLEANS
32584,34,CASTELNAU LE LEZ
32585,77,PROVINS
32586,69,LYON 7EME
32587,75,PARIS 09
32588,59,LILLE
32589,44,SAINT-NAZAIRE
32590,56,LORIENT
32591,44,NANTES
32592,31,TOULOUSE
32593,25,BESANCON
32594,60,CHANTILLY
32595,30,MILHAUD
32596,83,TOULON
32597,87,LIMOGES
32598,91,EVRY-COURCOURONNES
32599,91,BRUNOY
32600,78,LIMAY
32601,78,CONFLANS SAINTE HONORINE
32602,41,LA CHAUSSEE SAINT VICTOR
32603,83,TOULON
32604,45,MONTARGIS
32605,69,VILLEURBANNE
32606,69,ARNAS
32607,74,CLUSES
32608,75,PARIS 20
32609,56,LORIENT
32610,59,LILLE
32611,78,MANTES-LA-VILLE
32612,83,BORMES-LES-MIMOSAS
32613,93,LE RAINCY
32614,30,NIMES
32615,60,PLAILLY
32616,78,MAGNY-LES-HAMEAUX
32617,44,SAINT-NAZAIRE
32618,95,ST OUEN L AUMONE
32619,83,TOULON
32620,33,MERIGNAC
32621,95,ST LEU LA FORET
32622,95,MERY-SUR-OISE
32623,42,SAINT-ETIENNE
32624,22,DINAN
32625,85,SABLES-D'OLONNE (LES)
